Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2015-10-23T00:00:00.0/2015-10-24T00:00:00.0,5241.7607,3694.8901,2951.9617,742.9285,7079.2695,2220.8198,852.0265,1372.8771,2229.1487,0.9799
2015-10-24T00:00:00.0/2015-10-25T00:00:00.0,5175.4893,3688.4514,2910.2925,778.1589,7004.1147,3146.3418,2207.7000,940.0845,5072.4946,0.9840
2015-10-25T00:00:00.0/2015-10-26T00:00:00.0,5109.8569,3504.2715,2535.2112,969.0603,6064.5049,3074.3438,2106.8430,967.7476,4720.8198,0.9729
2015-10-26T00:00:00.0/2015-10-27T00:00:00.0,5044.7646,3476.2302,2528.9524,947.2776,6087.0269,3077.9524,1975.1278,1106.1663,4661.7363,0.9861
2015-10-27T00:00:00.0/2015-10-28T00:00:00.0,4980.3945,3334.4924,2236.1719,1098.3203,5374.8740,1387.9108,265.2702,1122.6722,887.7717,0.9868
2015-10-28T00:00:00.0/2015-10-29T00:00:00.0,4916.6377,3508.3420,2746.3018,762.0403,6858.7451,2853.6414,1956.5840,900.6749,4650.4736,0.9771
2015-10-29T00:00:00.0/2015-10-30T00:00:00.0,4853.5781,3576.2375,3006.8962,569.3413,7729.7358,3140.6731,2080.8733,1059.8126,5117.2231,0.9785
2015-10-30T00:00:00.0/2015-10-31T00:00:00.0,4791.2217,3347.2778,2521.9497,825.3282,6353.8481,2585.6426,1455.6501,1130.4415,3661.5337,0.9792
2015-10-31T00:00:00.0/2015-11-01T00:00:00.0,4729.6333,3354.2207,2616.9038,737.3167,6701.0615,3184.0166,2476.4656,707.5524,6123.5669,0.9799
2015-11-01T00:00:00.0/2015-11-02T00:00:00.0,4668.7568,3434.0298,2825.9895,608.0403,7400.8008,3261.0967,2611.3701,649.7266,6575.1440,0.9764
2015-11-02T00:00:00.0/2015-11-03T00:00:00.0,4608.6709,3368.4797,2756.9377,611.5420,7282.9204,3162.0249,2445.9463,716.0785,5979.3979,0.9785
2015-11-03T00:00:00.0/2015-11-04T00:00:00.0,4549.4023,3409.1238,2936.7317,472.3921,7942.8853,3176.1409,2534.1428,642.0954,6451.2627,0.9826
2015-11-04T00:00:00.0/2015-11-05T00:00:00.0,4490.8906,3214.0820,2624.6433,589.4388,7025.8901,3057.8457,2431.5344,626.3275,6367.2529,0.9826
2015-11-05T00:00:00.0/2015-11-06T00:00:00.0,4433.2993,3212.6731,2712.5901,500.0830,7391.6143,3044.4651,2428.4861,616.0145,6427.1646,0.9736
2015-11-06T00:00:00.0/2015-11-07T00:00:00.0,4376.5591,2922.2273,2137.9766,784.2507,5672.5796,2731.7566,1993.5592,738.2705,5086.6499,0.9854
2015-11-07T00:00:00.0/2015-11-08T00:00:00.0,4320.6821,2914.3201,2105.5369,808.7832,5633.7251,1009.7563,76.1261,953.1481,218.5619,0.9764
2015-11-08T00:00:00.0/2015-11-09T00:00:00.0,4265.7227,2727.2424,1742.5038,984.7386,4608.7158,1936.0013,797.1143,1146.4352,2131.9033,0.9771
2015-11-09T00:00:00.0/2015-11-10T00:00:00.0,4211.6846,2949.3672,2328.8193,620.5479,6427.0210,2246.5142,1074.1792,1172.3350,3004.6731,0.9785
2015-11-10T00:00:00.0/2015-11-11T00:00:00.0,4158.6421,2577.5405,1621.4678,956.0726,4371.2866,1560.2085,443.8793,1130.2882,1098.3744,0.9792
2015-11-11T00:00:00.0/2015-11-12T00:00:00.0,4106.5645,2724.5903,1970.2488,754.3416,5452.1885,2598.8506,1910.2949,688.5555,5223.2188,0.9799
2015-11-12T00:00:00.0/2015-11-13T00:00:00.0,4055.4500,2769.7117,2255.8547,513.8569,6456.4570,2620.2527,2033.3395,586.9132,5576.5728,0.9812
2015-11-13T00:00:00.0/2015-11-14T00:00:00.0,4005.3911,2702.3259,2010.1785,692.1476,5701.2568,2541.1716,1885.9015,655.2717,5122.8223,0.9819
2015-11-14T00:00:00.0/2015-11-15T00:00:00.0,3956.3613,2709.8267,2082.6311,627.1956,5980.7788,2046.1971,1060.9535,985.5302,2784.8877,0.9681
2015-11-15T00:00:00.0/2015-11-16T00:00:00.0,3908.3606,2708.6433,2157.0898,551.5535,6318.7417,2113.7791,968.0891,1145.7490,2643.3909,0.9597
2015-11-16T00:00:00.0/2015-11-17T00:00:00.0,3861.4709,2570.3096,1952.1104,618.1992,5681.0298,2176.3123,1468.1840,708.1282,4271.6719,0.9639
2015-11-17T00:00:00.0/2015-11-18T00:00:00.0,3815.6682,2513.3743,1763.8143,749.5599,5117.3359,2372.1824,1696.3373,675.9213,4799.4590,0.9833
2015-11-18T00:00:00.0/2015-11-19T00:00:00.0,3770.9502,2526.3840,1918.5735,607.8105,5748.2798,1369.3419,366.8409,1002.5110,1287.4767,0.9854
2015-11-19T00:00:00.0/2015-11-20T00:00:00.0,3727.3945,2685.6602,2281.5828,404.0775,7034.6226,2542.0508,1993.6287,548.4237,5913.3184,0.9868
2015-11-20T00:00:00.0/2015-11-21T00:00:00.0,3684.9761,2459.6531,1800.8116,658.8413,5391.7080,1932.3668,995.1650,938.7702,2606.5750,0.9778
2015-11-21T00:00:00.0/2015-11-22T00:00:00.0,3643.6858,2296.8235,1484.8740,811.9495,4428.3691,821.0463,51.1141,776.3073,168.3914,0.9792
2015-11-22T00:00:00.0/2015-11-23T00:00:00.0,3603.6055,2302.7578,1607.5608,695.1971,4802.1982,671.9799,36.8320,650.2318,136.1953,0.9799
2015-11-23T00:00:00.0/2015-11-24T00:00:00.0,3564.7476,2369.6008,1695.8450,673.7559,5168.6655,1998.1082,1244.5157,753.7140,3443.0142,0.9806
2015-11-24T00:00:00.0/2015-11-25T00:00:00.0,3527.0586,2213.6790,1385.3556,828.3235,4113.8535,697.6916,49.9773,665.4841,173.8432,0.9812
2015-11-25T00:00:00.0/2015-11-26T00:00:00.0,3490.5581,2297.4744,1668.0845,629.3899,5159.9731,704.7048,44.1607,666.4825,140.3827,0.9826
2015-11-26T00:00:00.0/2015-11-27T00:00:00.0,3455.3533,2322.4280,1846.1385,476.2895,5863.4204,941.2460,113.6959,829.6189,445.1783,0.9833
2015-11-27T00:00:00.0/2015-11-28T00:00:00.0,3421.3582,2170.5383,1354.3905,816.1478,4194.7319,573.1463,28.5498,560.2265,103.4405,0.9840
2015-11-28T00:00:00.0/2015-11-29T00:00:00.0,3388.6394,2239.9790,1601.1753,638.8036,5107.0767,673.6796,42.3735,648.5137,220.4453,0.9847
2015-11-29T00:00:00.0/2015-11-30T00:00:00.0,3357.1370,2283.1763,1762.3500,520.8264,5784.5361,1164.4517,354.6807,809.8481,1219.7529,0.9861
2015-11-30T00:00:00.0/2015-12-01T00:00:00.0,3326.9712,2290.7056,1840.0911,450.6146,6074.7544,2035.2054,1367.3054,668.1700,4148.8628,0.9868
2015-12-01T00:00:00.0/2015-12-02T00:00:00.0,3298.0679,2122.0906,1445.8807,676.2097,4709.7324,1801.7214,1006.7910,795.0134,2955.2832,0.9875
2015-12-02T00:00:00.0/2015-12-03T00:00:00.0,3270.4922,2264.3281,1832.3400,431.9882,6118.2148,1502.9469,592.3155,910.6313,2087.1121,0.9882
2015-12-03T00:00:00.0/2015-12-04T00:00:00.0,3244.2183,2066.0918,1340.7168,725.3749,4332.9194,1960.7241,1321.7476,638.9766,4197.2773,0.9833
2015-12-04T00:00:00.0/2015-12-05T00:00:00.0,3219.2444,2116.5640,1517.3722,599.1918,4998.3599,1375.4799,603.1633,781.4586,1773.4951,0.9847
2015-12-05T00:00:00.0/2015-12-06T00:00:00.0,3195.6277,2090.2847,1449.0066,641.2781,4780.2974,732.7078,33.3720,704.0919,141.2516,0.9854
2015-12-06T00:00:00.0/2015-12-07T00:00:00.0,3173.3469,2102.7380,1498.6292,604.1088,4991.8110,630.7996,32.6978,608.0184,142.7628,0.9910
2015-12-07T00:00:00.0/2015-12-08T00:00:00.0,3152.4126,2165.7227,1645.1217,520.6010,5570.5679,1290.1525,423.6925,867.4739,1382.5337,0.9868
2015-12-08T00:00:00.0/2015-12-09T00:00:00.0,3132.8381,1958.9109,1195.8595,763.0513,3930.1738,1060.0437,260.6096,799.5121,805.8250,0.9771
2015-12-09T00:00:00.0/2015-12-10T00:00:00.0,3114.5952,2055.9871,1431.5892,624.3978,4805.3477,612.3810,28.1317,585.2906,108.2667,0.9785
2015-12-10T00:00:00.0/2015-12-11T00:00:00.0,3097.7554,1900.3721,1115.7151,784.6570,3673.1987,611.7216,52.9348,564.8161,156.3131,0.9792
2015-12-11T00:00:00.0/2015-12-12T00:00:00.0,3082.2915,1905.7791,1108.9171,796.8619,3637.1592,684.8206,52.6157,645.8250,195.1774,0.9799
2015-12-12T00:00:00.0/2015-12-13T00:00:00.0,3068.2429,2076.1548,1580.0270,496.1278,5471.9546,1423.1544,672.6744,750.5648,2324.2837,0.9799
2015-12-13T00:00:00.0/2015-12-14T00:00:00.0,3055.5537,2000.2891,1478.9312,521.3580,5101.4565,1811.1863,1181.2269,629.9594,3873.7805,0.9854
2015-12-14T00:00:00.0/2015-12-15T00:00:00.0,3044.2566,2071.1750,1650.2059,420.9692,5764.9238,1693.2887,797.3947,895.8939,2625.8252,0.9812
2015-12-15T00:00:00.0/2015-12-16T00:00:00.0,3034.3872,1812.4941,1026.6395,785.8547,3407.7190,1637.1222,918.8105,718.3116,2966.7979,0.9812
2015-12-16T00:00:00.0/2015-12-17T00:00:00.0,3025.8953,1826.0122,1035.9822,790.0300,3479.3782,621.7946,23.7407,606.1099,72.3603,0.9819
2015-12-17T00:00:00.0/2015-12-18T00:00:00.0,3018.8330,2031.8687,1529.6520,502.2167,5332.0952,653.5909,26.9813,632.9149,91.1886,0.9875
2015-12-18T00:00:00.0/2015-12-19T00:00:00.0,3013.1543,1982.4176,1445.6361,536.7816,4995.9155,1482.0548,638.6488,843.4099,1987.4926,0.9882
2015-12-19T00:00:00.0/2015-12-20T00:00:00.0,3008.9211,1909.6019,1292.6677,616.9341,4422.8945,1340.3353,479.4570,861.1699,1549.7686,0.9882
2015-12-20T00:00:00.0/2015-12-21T00:00:00.0,3006.0957,1937.0643,1339.9481,597.1161,4609.7803,1797.6805,1228.3716,569.3090,4010.8125,0.9889
2015-12-21T00:00:00.0/2015-12-22T00:00:00.0,3004.6899,2080.9202,1688.6077,392.3126,6010.5181,1293.1539,546.0665,747.2154,1960.9564,0.9889
2015-12-22T00:00:00.0/2015-12-23T00:00:00.0,3004.6973,1987.0005,1471.4177,515.5828,5113.5410,1890.3252,1373.7979,516.5273,4697.6001,0.9792
2015-12-23T00:00:00.0/2015-12-24T00:00:00.0,3006.1267,2036.6327,1649.1678,387.4649,5848.7646,1932.8165,1463.9210,468.8954,5099.9917,0.9792
2015-12-24T00:00:00.0/2015-12-25T00:00:00.0,3008.9709,1953.1608,1414.0765,539.0842,4876.1758,1857.8313,1327.0624,530.7690,4446.2134,0.9903
2015-12-25T00:00:00.0/2015-12-26T00:00:00.0,3013.2358,1942.3162,1339.6810,602.6352,4592.7632,1741.0667,1134.5671,606.4995,3464.1602,0.9903
2015-12-26T00:00:00.0/2015-12-27T00:00:00.0,3018.9136,1973.6915,1449.3459,524.3456,5005.3755,1292.1611,480.1665,811.9948,1851.7421,0.9910
2015-12-27T00:00:00.0/2015-12-28T00:00:00.0,3026.0461,2060.3464,1645.4336,414.9128,5798.9336,1949.8738,1447.3339,502.5400,4932.6470,0.9910
2015-12-28T00:00:00.0/2015-12-29T00:00:00.0,3034.5632,2121.4800,1749.9048,371.5752,6207.6958,1910.0325,1324.0713,585.9611,4439.4595,0.9910
2015-12-29T00:00:00.0/2015-12-30T00:00:00.0,3044.5266,1944.7998,1313.9817,630.8182,4489.2593,574.3979,41.8835,535.8611,257.8569,0.9910
2015-12-30T00:00:00.0/2015-12-31T00:00:00.0,3055.8989,2172.7217,1745.4637,427.2579,6110.9395,1226.7003,429.0921,797.9222,1294.3292,0.9910
2015-12-31T00:00:00.0/2016-01-01T00:00:00.0,3068.6582,2159.8997,1689.8386,470.0610,5896.9062,1557.6881,742.8225,814.8656,2357.2786,0.9910
2016-01-01T00:00:00.0/2016-01-02T00:00:00.0,3082.8555,2299.8809,1931.9254,367.9554,6844.1460,2117.6545,1532.7047,584.9499,4848.3091,0.9917
2016-01-02T00:00:00.0/2016-01-03T00:00:00.0,3098.4580,2106.2197,1537.6219,568.5979,5242.2686,1421.8531,636.6994,785.2642,1901.2262,0.9896
2016-01-03T00:00:00.0/2016-01-04T00:00:00.0,3115.4351,1909.7863,1059.7736,850.0126,3538.1460,590.9066,22.5329,574.1499,70.1962,0.9896
2016-01-04T00:00:00.0/2016-01-05T00:00:00.0,3133.8420,2113.0354,1586.0123,527.0231,5377.9990,657.9884,47.2407,611.0358,179.9163,0.9889
2016-01-05T00:00:00.0/2016-01-06T00:00:00.0,3153.6416,2195.9705,1767.1511,428.8195,6054.6289,1992.6246,1458.8729,533.7516,4606.7925,0.9917
2016-01-06T00:00:00.0/2016-01-07T00:00:00.0,3174.8281,1997.0165,1222.1522,774.8643,3977.1926,499.9722,19.1729,497.2316,64.0132,0.9958
2016-01-07T00:00:00.0/2016-01-08T00:00:00.0,3197.4285,2180.6218,1754.7045,425.9172,5947.3174,973.5892,219.5074,758.4831,866.5223,1.0000
2016-01-08T00:00:00.0/2016-01-09T00:00:00.0,3221.4150,2306.8960,1922.4421,384.4537,6586.9131,1627.0629,782.5867,844.4761,2808.4541,1.0000
2016-01-09T00:00:00.0/2016-01-10T00:00:00.0,3246.7380,2153.9165,1604.1969,549.7195,5289.1284,747.9172,40.8810,713.2206,136.7623,1.0000
2016-01-10T00:00:00.0/2016-01-11T00:00:00.0,3273.4177,2066.9446,1338.3579,728.5866,4282.9058,629.9645,30.4267,601.5136,103.2234,1.0000
2016-01-11T00:00:00.0/2016-01-12T00:00:00.0,3301.4834,2178.3984,1580.6095,597.7889,5124.4097,1644.7004,754.0529,890.6476,2198.7163,1.0000
2016-01-12T00:00:00.0/2016-01-13T00:00:00.0,3330.8650,2251.9771,1704.6554,547.3217,5555.0542,831.3417,97.9786,744.4525,346.4266,1.0000
2016-01-13T00:00:00.0/2016-01-14T00:00:00.0,3361.5688,2419.3577,2025.9559,393.4019,6713.6421,1965.6477,1103.0054,862.6423,3689.1306,1.0000
2016-01-14T00:00:00.0/2016-01-15T00:00:00.0,3393.6707,2420.8962,1998.8534,422.0427,6580.2700,2266.7771,1697.1157,569.6613,5306.2612,0.9993
2016-01-15T00:00:00.0/2016-01-16T00:00:00.0,3427.0212,2254.1799,1546.8159,707.3641,4878.1836,710.3123,56.3429,668.2353,178.8058,0.9986
2016-01-16T00:00:00.0/2016-01-17T00:00:00.0,3461.7102,2391.0476,1888.9558,502.0918,6017.4175,816.2528,43.1987,779.5866,120.3600,0.9979
2016-01-17T00:00:00.0/2016-01-18T00:00:00.0,3497.6414,2348.5029,1702.4351,646.0679,5336.0923,633.2043,27.0488,622.5409,81.9846,0.9965
2016-01-18T00:00:00.0/2016-01-19T00:00:00.0,3534.9290,2463.3669,1918.4061,544.9608,6055.4028,886.4982,127.5161,760.7312,394.0647,0.9944
2016-01-19T00:00:00.0/2016-01-20T00:00:00.0,3573.4485,2607.8491,2127.1760,480.6731,6743.6372,2395.7825,1806.6318,589.1508,5239.5356,0.9931
2016-01-20T00:00:00.0/2016-01-21T00:00:00.0,3613.1780,2356.8489,1476.3749,880.4739,4467.6733,1895.3679,1076.7423,818.6256,2843.2361,0.9979
2016-01-21T00:00:00.0/2016-01-22T00:00:00.0,3654.2153,2539.0781,1920.6617,618.4164,5892.3091,936.4569,83.4788,855.6008,244.3847,0.9972
2016-01-22T00:00:00.0/2016-01-23T00:00:00.0,3696.4529,2547.0239,1844.6370,702.3870,5584.6943,2389.8965,1707.8601,682.0364,4983.2808,0.9965
2016-01-23T00:00:00.0/2016-01-24T00:00:00.0,3739.8896,2666.8687,2052.2432,614.6254,6243.1313,2407.1702,1620.9802,786.1898,4684.5776,0.9958
2016-01-24T00:00:00.0/2016-01-25T00:00:00.0,3784.5483,2582.2332,1874.3405,707.8926,5559.9912,1035.2815,123.4440,919.8948,302.8748,0.9951
2016-01-25T00:00:00.0/2016-01-26T00:00:00.0,3830.3323,2643.7554,1971.7354,672.0199,5794.9624,2071.1819,1092.4921,978.6898,2943.4478,1.0000
2016-01-26T00:00:00.0/2016-01-27T00:00:00.0,3877.3088,2773.5432,2261.0901,512.4531,6719.4224,2316.7627,1531.0425,785.7203,4382.5063,0.9937
2016-01-27T00:00:00.0/2016-01-28T00:00:00.0,3925.4670,2649.4688,1954.5815,694.8873,5653.9141,1397.4799,370.8821,1027.6086,1047.5612,0.9979
2016-01-28T00:00:00.0/2016-01-29T00:00:00.0,3974.7251,2627.8806,1803.2554,824.6251,5086.6831,1831.3323,690.0847,1141.2476,1850.4606,0.9972
2016-01-29T00:00:00.0/2016-01-30T00:00:00.0,4025.0852,2719.1409,1930.3627,788.7783,5446.7432,2372.7632,1554.9757,817.7876,4299.2378,0.9965
2016-01-30T00:00:00.0/2016-01-31T00:00:00.0,4076.5867,2852.7148,2197.7737,654.9412,6262.8999,2494.9934,1731.2271,763.7664,4310.6997,0.9951
2016-01-31T00:00:00.0/2016-02-01T00:00:00.0,4129.1206,2693.6296,1701.0183,992.6114,4614.9971,1367.5286,274.8272,1092.7014,862.6338,0.9111
2016-02-01T00:00:00.0/2016-02-02T00:00:00.0,4182.7842,2811.4829,2032.6212,778.8618,5640.3955,1920.0931,912.8003,1007.2950,2326.2244,0.9931
2016-02-02T00:00:00.0/2016-02-03T00:00:00.0,4237.4219,2875.8616,2002.7079,873.1538,5508.1035,2308.2529,1135.4746,1172.7783,3081.9868,0.9993
2016-02-03T00:00:00.0/2016-02-04T00:00:00.0,4293.0986,2803.7065,1764.6573,1039.0492,4691.1289,2516.3708,1481.0316,1035.3392,3730.8740,0.9986
2016-02-04T00:00:00.0/2016-02-05T00:00:00.0,4349.7480,2940.3074,2007.6122,932.6951,5380.8525,770.5616,44.7046,737.0536,114.1392,0.9979
2016-02-05T00:00:00.0/2016-02-06T00:00:00.0,4407.3555,3029.9148,2106.8223,923.0925,5606.4648,1979.0763,776.0781,1203.3322,1929.9878,0.9972
2016-02-06T00:00:00.0/2016-02-07T00:00:00.0,4465.9785,3279.9397,2686.5339,593.4058,7318.9531,3056.0845,2303.9712,752.1133,5801.8677,0.9944
2016-02-07T00:00:00.0/2016-02-08T00:00:00.0,4525.4741,3207.3613,2411.6223,795.7388,6400.9165,2994.9983,2164.6838,830.3145,5468.3496,0.9931
2016-02-08T00:00:00.0/2016-02-09T00:00:00.0,4585.8970,3101.2473,2027.7126,1073.5345,5201.8325,2577.4226,1246.6996,1330.7231,3112.2864,0.9757
2016-02-09T00:00:00.0/2016-02-10T00:00:00.0,4647.1646,3240.6047,2406.4609,834.1439,6227.8467,2934.5122,1972.9729,961.5392,4723.2271,0.9854
2016-02-10T00:00:00.0/2016-02-11T00:00:00.0,4709.3203,3054.4546,1746.1375,1308.3173,4449.8540,1076.6620,120.2970,956.8665,341.7175,0.9958
2016-02-11T00:00:00.0/2016-02-12T00:00:00.0,4772.3110,3564.7954,3046.6667,518.1287,8012.9517,3102.3882,2359.0259,743.3623,5616.0430,0.9937
2016-02-12T00:00:00.0/2016-02-13T00:00:00.0,4836.0923,3416.3469,2473.8789,942.4681,6172.8096,2389.9678,1184.4635,1205.5042,2727.8704,0.9931
2016-02-13T00:00:00.0/2016-02-14T00:00:00.0,4900.6606,3390.2996,2465.6616,924.6379,6016.3262,908.2772,62.6107,854.9686,174.0511,1.0000
2016-02-14T00:00:00.0/2016-02-15T00:00:00.0,4965.9355,3585.2080,2934.5183,650.6897,7380.1206,2561.9910,1732.5007,829.4904,4007.6223,0.8639
2016-02-15T00:00:00.0/2016-02-16T00:00:00.0,5032.0098,3397.9998,2378.1797,1019.8202,5696.3564,1866.9778,706.4822,1162.0305,1721.4406,0.9979
2016-02-16T00:00:00.0/2016-02-17T00:00:00.0,5098.7163,3504.7778,2537.1646,967.6134,6004.0156,2785.1086,1488.2427,1296.8661,3417.5491,0.9965
2016-02-17T00:00:00.0/2016-02-18T00:00:00.0,5166.1333,3072.7378,1370.2076,1702.5302,3099.7302,972.4598,75.2239,908.0813,200.7468,0.9944
2016-02-18T00:00:00.0/2016-02-19T00:00:00.0,5234.1860,3292.5015,1783.6370,1508.8645,4102.7393,814.6568,60.0413,769.3976,126.9166,0.9972
2016-02-19T00:00:00.0/2016-02-20T00:00:00.0,5302.8809,3504.0339,2091.0676,1412.9666,4750.4111,1017.5198,76.6521,953.8403,167.5487,0.9965
2016-02-20T00:00:00.0/2016-02-21T00:00:00.0,5372.1484,3823.4153,2901.0129,922.4024,6777.5308,2044.6036,541.6835,1502.9202,1287.7512,0.9958
2016-02-21T00:00:00.0/2016-02-22T00:00:00.0,5442.0098,3884.7883,3045.8271,838.9611,7123.5103,2634.9817,980.7131,1654.2686,2255.3650,0.9736
2016-02-22T00:00:00.0/2016-02-23T00:00:00.0,5512.4067,3956.5520,3014.9353,941.6165,6986.9570,3739.6047,2799.7344,939.8705,6234.6182,0.7646
2016-02-23T00:00:00.0/2016-02-24T00:00:00.0,5583.3145,3472.3721,1907.7264,1564.6456,4079.6921,1839.0033,414.5394,1425.0284,966.1891,0.8021
2016-02-24T00:00:00.0/2016-02-25T00:00:00.0,5654.7397,3679.9797,2253.3411,1426.6387,5000.9126,1637.0073,313.7098,1323.3894,967.7704,0.9986
2016-02-25T00:00:00.0/2016-02-26T00:00:00.0,5726.6167,4139.8081,3156.5879,983.2204,7127.0371,2615.5720,918.8970,1696.6752,2102.4092,0.9451
2016-02-26T00:00:00.0/2016-02-27T00:00:00.0,5798.9399,3876.6538,2335.4451,1541.2087,5007.8765,1753.6973,266.7291,1492.0576,556.4537,0.9965
2016-02-27T00:00:00.0/2016-02-28T00:00:00.0,5871.6943,4193.3774,3175.6692,1017.7084,6999.1528,1997.5002,409.2852,1592.9370,873.3990,0.9944
2016-02-28T00:00:00.0/2016-02-29T00:00:00.0,5944.8262,4055.0454,2541.0166,1514.0288,5419.5024,1111.6572,83.9729,1041.9232,173.4119,0.9778
2016-02-29T00:00:00.0/2016-03-01T00:00:00.0,6018.3257,3203.2859,1147.9825,2055.3035,2204.6045,1207.0399,93.9871,1124.6760,178.7272,0.9764
2016-03-01T00:00:00.0/2016-03-02T00:00:00.0,6092.1802,4203.1147,2873.4697,1329.6450,5965.4448,3867.0549,2518.0334,1349.0214,5272.4985,0.9965
2016-03-02T00:00:00.0/2016-03-03T00:00:00.0,6166.3359,4502.3853,3611.9446,890.4408,7828.1675,4002.4680,3014.3682,988.0999,6222.5142,0.9958
2016-03-03T00:00:00.0/2016-03-04T00:00:00.0,6240.8091,4402.4014,3087.1016,1315.2998,6460.6050,3925.6699,2595.3640,1330.3057,5019.4897,0.9937
2016-03-04T00:00:00.0/2016-03-05T00:00:00.0,6315.4863,4407.7168,3093.2971,1314.4194,6468.0000,1009.8089,70.9520,952.4584,140.2531,0.9986
2016-03-05T00:00:00.0/2016-03-06T00:00:00.0,6390.4268,4562.2373,3339.7312,1222.5061,6971.4795,3442.3955,1487.1582,1955.2373,3203.0630,0.9972
2016-03-06T00:00:00.0/2016-03-07T00:00:00.0,6465.6011,4625.7451,3549.7715,1075.9739,7267.0815,3597.6213,1828.1462,1769.8683,3392.9841,0.9958
2016-03-07T00:00:00.0/2016-03-08T00:00:00.0,6540.9160,4293.6753,2496.9810,1796.6942,4843.6406,3539.4656,1633.4277,1906.4731,3069.0054,0.9944
2016-03-08T00:00:00.0/2016-03-09T00:00:00.0,6616.3530,4864.2090,3841.7876,1022.4216,7882.2344,4079.3350,2533.9070,1545.4280,5424.1489,1.0000
2016-03-09T00:00:00.0/2016-03-10T00:00:00.0,6691.9497,4525.8398,2777.6082,1748.2317,5438.6968,1435.2043,117.2096,1320.0155,272.3120,1.0000
2016-03-10T00:00:00.0/2016-03-11T00:00:00.0,6767.6860,4282.7109,2154.4417,2128.2690,4041.0371,1880.3518,274.2802,1608.5391,506.6685,0.9986
2016-03-11T00:00:00.0/2016-03-12T00:00:00.0,6843.4517,4926.0063,3779.5898,1146.4163,7503.6548,1389.3551,95.0535,1295.5890,175.8844,0.9979
2016-03-12T00:00:00.0/2016-03-13T00:00:00.0,6919.2524,5110.6611,4256.9160,853.7450,8586.2666,1763.5771,145.5331,1622.3540,303.3365,0.9958
2016-03-13T00:00:00.0/2016-03-14T00:00:00.0,6995.0723,5004.4111,3711.4514,1292.9596,7246.5889,1941.8474,270.8796,1672.4385,573.6489,0.9937
2016-03-14T00:00:00.0/2016-03-15T00:00:00.0,7070.8984,5307.4355,4369.0508,938.3851,8649.2793,1680.8137,125.0835,1555.9213,329.2151,0.9965
2016-03-15T00:00:00.0/2016-03-16T00:00:00.0,7146.6826,5163.6392,3808.0364,1355.6029,7371.4819,2310.9160,418.6363,1894.9897,660.6453,0.9951
2016-03-16T00:00:00.0/2016-03-17T00:00:00.0,7222.4004,5413.0151,4442.2109,970.8046,8722.6455,2615.9561,559.1948,2056.9905,1099.4176,0.9937
2016-03-17T00:00:00.0/2016-03-18T00:00:00.0,7298.0723,5311.1011,3995.3875,1315.7136,7650.7202,5100.0161,3938.0999,1161.9164,7475.5967,1.0000
2016-03-18T00:00:00.0/2016-03-19T00:00:00.0,7373.6045,5570.7715,4682.1201,888.6517,9135.7129,5379.1528,4492.4946,886.6582,8652.0029,1.0000
2016-03-19T00:00:00.0/2016-03-20T00:00:00.0,7448.9722,5196.8882,3433.8743,1763.0138,6412.1489,3678.3574,1372.3776,2305.9797,2548.7273,1.0000
2016-03-20T00:00:00.0/2016-03-21T00:00:00.0,7524.2202,5337.4238,3715.2715,1622.1525,6866.5581,4419.8569,2331.7341,2088.1226,4373.4326,0.9993
2016-03-21T00:00:00.0/2016-03-22T00:00:00.0,7599.3311,5328.9985,3586.0579,1742.9406,6586.6294,4210.5376,2243.8086,1966.7290,3948.2078,0.9972
2016-03-22T00:00:00.0/2016-03-23T00:00:00.0,7674.2129,4607.3970,1911.2281,2696.1687,3364.6748,1324.7075,94.8976,1235.6445,175.1314,0.9951
2016-03-23T00:00:00.0/2016-03-24T00:00:00.0,7748.8701,3971.7031,1102.1278,2869.5754,1877.0109,1006.1331,112.6947,915.8350,179.4643,0.9937
2016-03-24T00:00:00.0/2016-03-25T00:00:00.0,7823.2832,5689.9106,4522.2300,1167.6809,8296.4473,1934.0729,132.9550,1801.1178,243.7752,0.9910
2016-03-25T00:00:00.0/2016-03-26T00:00:00.0,7897.4409,5880.8550,4837.2793,1043.5757,8922.2852,1860.9889,164.8113,1706.8804,372.3199,0.9889
2016-03-26T00:00:00.0/2016-03-27T00:00:00.0,7971.3315,5795.9790,4225.5264,1570.4526,7607.6890,4148.4150,1825.3385,2325.1526,3132.5703,0.9868
2016-03-27T00:00:00.0/2016-03-28T00:00:00.0,8044.9165,5652.0591,3685.2014,1966.8575,6491.7114,3559.9133,1099.3822,2461.4026,1827.8618,1.0000
2016-03-28T00:00:00.0/2016-03-29T00:00:00.0,8118.1758,5710.8135,3765.6716,1945.1416,6588.2783,5328.5444,3558.4319,1770.1123,6007.2251,0.9993
2016-03-29T00:00:00.0/2016-03-30T00:00:00.0,8191.0894,5736.8618,3883.2395,1853.6223,6771.1396,3268.7688,1063.1115,2211.7327,1977.9052,0.9979
2016-03-30T00:00:00.0/2016-03-31T00:00:00.0,8263.6875,6100.4014,4903.6318,1196.7699,8760.8271,5447.4009,3690.4153,1756.9857,6335.9556,0.9965
2016-03-31T00:00:00.0/2016-04-01T00:00:00.0,8335.8369,6022.4790,4463.4282,1559.0509,7793.2588,5744.0361,4368.7974,1375.2388,7499.1406,0.9854
