Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2014-06-20T00:00:00.0/2014-06-21T00:00:00.0,11610.4365,8402.8555,6322.1660,2080.6895,9190.8799,4930.1191,2177.1145,2754.1072,2909.8796,0.9868
2014-06-21T00:00:00.0/2014-06-22T00:00:00.0,11609.4834,8542.7969,6581.8184,1960.9786,9779.3369,6918.3813,4049.8313,2868.5498,5306.1416,0.9764
2014-06-22T00:00:00.0/2014-06-23T00:00:00.0,11607.4199,8697.1777,6996.7432,1700.4347,10467.0020,8297.3008,6589.9775,1707.3231,9712.9844,0.9882
2014-06-23T00:00:00.0/2014-06-24T00:00:00.0,11604.1973,8676.3223,7326.1011,1350.2214,10952.3906,8317.9727,6926.1597,1391.8132,9999.5977,0.9854
2014-06-24T00:00:00.0/2014-06-25T00:00:00.0,11599.8115,7848.4385,4966.2222,2882.2166,7016.0894,5352.2480,2674.8679,2677.6233,3273.8982,0.9861
2014-06-25T00:00:00.0/2014-06-26T00:00:00.0,11594.3291,7877.6177,5222.8857,2654.7314,7254.2896,6384.8657,3066.8333,3319.1653,4590.9858,0.9861
2014-06-26T00:00:00.0/2014-06-27T00:00:00.0,11587.7109,8552.6426,6885.3296,1667.3126,9889.6963,7691.3984,5397.8735,2293.5247,7409.1250,0.9861
2014-06-27T00:00:00.0/2014-06-28T00:00:00.0,11579.9385,8258.2021,6057.7520,2200.4502,8737.6729,5555.8936,2834.9797,2723.3005,4378.1343,0.9896
2014-06-28T00:00:00.0/2014-06-29T00:00:00.0,11571.0762,8541.0039,6915.1274,1625.8766,10334.5684,7702.8608,5593.8145,2109.0674,8412.7354,0.9896
2014-06-29T00:00:00.0/2014-06-30T00:00:00.0,11561.0576,8618.3486,7097.1855,1521.1635,10623.4355,8269.0098,6840.7310,1428.2788,10160.1836,0.9903
2014-06-30T00:00:00.0/2014-07-01T00:00:00.0,11549.9629,8353.3545,6387.0820,1966.2728,9363.1172,7323.3481,5473.4746,1856.1438,7562.1313,0.9875
2014-07-01T00:00:00.0/2014-07-02T00:00:00.0,11537.7148,8669.1211,7272.1963,1396.9249,10856.3438,8357.8975,6978.3760,1379.5220,10323.6260,0.9910
2014-07-02T00:00:00.0/2014-07-03T00:00:00.0,11524.3760,8789.6816,7777.2988,1012.3829,11977.8848,8502.1387,7244.3853,1257.7531,10890.5957,0.9493
2014-07-03T00:00:00.0/2014-07-04T00:00:00.0,11509.9297,8386.0967,6607.7622,1778.3345,9976.9229,5005.3008,2369.4568,2636.4570,3872.2646,0.9903
2014-07-04T00:00:00.0/2014-07-05T00:00:00.0,11494.4170,8729.4512,7678.6660,1050.7847,11807.9678,8113.4980,6393.1104,1720.3873,9619.3252,0.9903
2014-07-05T00:00:00.0/2014-07-06T00:00:00.0,11477.7803,8359.2559,6503.6470,1855.6091,9605.8682,7955.6841,6300.1841,1655.4999,9130.5361,0.9910
2014-07-06T00:00:00.0/2014-07-07T00:00:00.0,11460.0293,8111.8481,5956.5044,2155.3440,8628.0254,7450.4800,5390.5786,2059.9011,7904.0493,0.9917
2014-07-07T00:00:00.0/2014-07-08T00:00:00.0,11441.2646,8185.0225,6117.7954,2067.2271,8967.2051,7723.0806,5953.6807,1769.3999,8736.8809,0.9917
2014-07-08T00:00:00.0/2014-07-09T00:00:00.0,11421.3584,7972.3760,5632.6411,2339.7346,8030.5034,6978.3008,4404.9731,2576.5410,6323.8857,0.9931
2014-07-09T00:00:00.0/2014-07-10T00:00:00.0,11400.4219,8165.7930,6205.2866,1960.5063,9004.9004,7084.6216,5219.1494,1865.4757,7011.1421,0.9937
2014-07-10T00:00:00.0/2014-07-11T00:00:00.0,11378.4414,7941.5474,5300.5469,2641.0005,7681.6865,6356.8750,3368.2810,2993.1033,4884.5239,0.9833
2014-07-11T00:00:00.0/2014-07-12T00:00:00.0,11355.3662,8440.4775,6939.4214,1501.0559,10493.5596,7404.5854,4944.2827,2460.3027,7119.7178,0.9951
2014-07-12T00:00:00.0/2014-07-13T00:00:00.0,11331.2256,8255.4961,6661.3354,1594.1610,9961.8408,5576.4707,3210.3362,2374.4104,4906.6997,0.9958
2014-07-13T00:00:00.0/2014-07-14T00:00:00.0,11306.0830,8424.0020,7046.9204,1377.0820,10710.6123,7981.4404,6609.4517,1372.1416,9630.3154,0.9965
2014-07-14T00:00:00.0/2014-07-15T00:00:00.0,11279.8662,8049.8418,5898.8101,2151.0320,8723.1650,5283.1143,2135.7671,3147.4429,2957.3149,0.9972
2014-07-15T00:00:00.0/2014-07-16T00:00:00.0,11252.6455,7970.8535,5699.3750,2271.4788,8333.6611,7092.8877,4558.1489,2534.7874,6107.5728,0.9979
2014-07-16T00:00:00.0/2014-07-17T00:00:00.0,11224.4141,7928.5244,5773.8267,2154.6978,8464.9258,4912.2515,1935.5217,2977.4163,3029.2607,0.9875
2014-07-17T00:00:00.0/2014-07-18T00:00:00.0,11195.1357,7925.8096,5790.9199,2134.8899,8544.8262,6759.2847,4069.1526,2690.1321,5830.8071,0.9986
2014-07-18T00:00:00.0/2014-07-19T00:00:00.0,11164.8447,7728.7593,5367.3789,2361.3804,7786.1587,4749.3286,1989.9486,2766.1160,2778.0637,0.9993
2014-07-19T00:00:00.0/2014-07-20T00:00:00.0,11133.5840,7780.9360,5527.4009,2253.5349,8165.8560,5926.8730,2730.9583,3196.0142,4176.8135,0.9896
2014-07-20T00:00:00.0/2014-07-21T00:00:00.0,11101.3047,7989.9302,6206.1777,1783.7524,9256.8867,7465.2280,5819.2168,1646.0558,8508.0117,1.0000
2014-07-21T00:00:00.0/2014-07-22T00:00:00.0,11068.0381,7902.7080,5983.3677,1919.3405,8826.0498,7460.1670,5786.6255,1673.5414,8558.6973,0.9944
2014-07-22T00:00:00.0/2014-07-23T00:00:00.0,11033.7930,7437.3027,4549.5527,2887.7505,6610.3965,2705.5120,629.7864,2077.5547,1143.3448,0.9875
2014-07-23T00:00:00.0/2014-07-24T00:00:00.0,10998.5791,7150.1562,3707.3037,3442.8525,5262.5039,5259.5122,1884.2396,3375.2800,2458.5710,0.9882
2014-07-24T00:00:00.0/2014-07-25T00:00:00.0,10962.4053,7694.2227,5434.2627,2259.9600,8067.9414,6094.0791,3386.9790,2707.1001,5115.7417,0.9514
2014-07-25T00:00:00.0/2014-07-26T00:00:00.0,10925.2803,7889.8521,6079.5557,1810.2963,9149.0723,6632.8086,3784.2102,2848.5981,5964.3667,0.9285
2014-07-26T00:00:00.0/2014-07-27T00:00:00.0,10887.2148,7779.7793,5889.8330,1889.9463,8849.8408,6250.1680,3330.3757,2919.7991,4725.8247,0.9924
2014-07-27T00:00:00.0/2014-07-28T00:00:00.0,10848.2158,7502.4995,5123.3428,2379.1570,7521.2729,5518.1538,3024.9102,2493.2439,4484.9360,0.9833
2014-07-28T00:00:00.0/2014-07-29T00:00:00.0,10808.2949,7437.7788,5010.0254,2427.7537,7289.9438,2260.3542,213.0106,2063.0120,287.5518,0.9951
2014-07-29T00:00:00.0/2014-07-30T00:00:00.0,10767.4609,7588.5308,5552.6592,2035.8713,8250.0137,5024.2217,1928.9827,3098.5698,2703.1885,0.9965
2014-07-30T00:00:00.0/2014-07-31T00:00:00.0,10725.7236,7422.3325,5111.7002,2310.6323,7485.4287,6542.1763,4408.9521,2133.6489,6033.5767,0.9972
2014-07-31T00:00:00.0/2014-08-01T00:00:00.0,10683.0654,7190.6035,4533.6514,2656.9521,6582.2939,4595.9390,1842.3572,2765.3604,2284.5691,0.9979
2014-08-01T00:00:00.0/2014-08-02T00:00:00.0,10639.5596,7463.2876,5477.0078,1986.2797,8167.4395,4253.3276,1417.7512,2836.6646,2020.5425,0.9986
2014-08-02T00:00:00.0/2014-08-03T00:00:00.0,10595.1523,7446.8003,5550.0654,1896.7352,8345.1533,5498.3647,2895.2249,2603.8362,4359.0708,1.0000
2014-08-03T00:00:00.0/2014-08-04T00:00:00.0,10549.9131,7621.9629,6124.1758,1497.7870,9421.4678,7078.2446,5526.6372,1551.6073,8252.4238,1.0000
2014-08-04T00:00:00.0/2014-08-05T00:00:00.0,10503.7900,7447.3550,5629.5337,1817.8209,8520.8398,6777.7310,4812.3838,1965.3473,7302.3447,1.0000
2014-08-05T00:00:00.0/2014-08-06T00:00:00.0,10456.8662,7157.4668,4892.1206,2265.3464,7326.8101,6587.5723,4641.4438,1946.1283,6835.4595,0.9875
2014-08-06T00:00:00.0/2014-08-07T00:00:00.0,10409.1035,6707.3809,3552.7324,3154.6484,5258.3442,3332.9639,777.3614,2566.3037,1187.6421,0.9889
2014-08-07T00:00:00.0/2014-08-08T00:00:00.0,10360.4844,6961.0586,4243.1523,2717.9062,6305.2549,4136.4497,1738.6785,2400.7400,2574.9333,0.9910
2014-08-08T00:00:00.0/2014-08-09T00:00:00.0,10311.0957,7070.1611,4611.1963,2458.9648,6916.4087,5794.2402,2609.9075,3184.3657,3722.0923,0.9924
2014-08-09T00:00:00.0/2014-08-10T00:00:00.0,10260.8945,7318.6074,5526.5615,1792.0461,8512.8018,6829.7588,5216.5537,1613.2373,7883.8145,0.9937
2014-08-10T00:00:00.0/2014-08-11T00:00:00.0,10209.8760,7432.0278,6084.3960,1347.6316,9607.1377,6932.8511,5554.3672,1378.4840,8670.1270,0.9743
2014-08-11T00:00:00.0/2014-08-12T00:00:00.0,10158.0771,7125.5845,5182.9785,1942.6061,7994.0815,6663.2163,4995.6631,1667.5531,7743.7134,0.9965
2014-08-12T00:00:00.0/2014-08-13T00:00:00.0,10105.5059,7044.2739,5128.1152,1916.1586,7891.9683,6572.8594,4923.6704,1649.1887,7628.8174,0.9972
2014-08-13T00:00:00.0/2014-08-14T00:00:00.0,10052.2070,7302.1558,5914.6040,1387.5518,9347.0352,6929.3413,5623.6025,1305.7386,8920.0449,0.9979
2014-08-14T00:00:00.0/2014-08-15T00:00:00.0,9998.1191,7142.2822,5492.0737,1650.2084,8616.3096,6731.2559,5261.5225,1469.7335,8283.0039,0.9826
2014-08-15T00:00:00.0/2014-08-16T00:00:00.0,9943.3271,6914.4092,4891.1172,2023.2920,7592.4624,6449.0381,4708.7642,1740.2739,7335.8638,0.9993
2014-08-16T00:00:00.0/2014-08-17T00:00:00.0,9887.7656,6918.0620,4889.0664,2028.9955,7615.9829,5965.6821,3663.0549,2302.6272,5782.0488,0.9965
2014-08-17T00:00:00.0/2014-08-18T00:00:00.0,9831.5127,7021.3159,5265.9683,1755.3473,8373.8145,4297.5244,1703.1195,2600.6504,2461.6172,0.9875
2014-08-18T00:00:00.0/2014-08-19T00:00:00.0,9774.4922,7204.7305,5893.2358,1311.4945,9537.9893,6742.6904,5448.3828,1294.3561,8382.5449,0.9917
2014-08-19T00:00:00.0/2014-08-20T00:00:00.0,9716.8018,7310.5952,6298.0278,1012.5674,10342.0947,7034.0718,5926.1245,1107.9473,9672.6924,0.9924
2014-08-20T00:00:00.0/2014-08-21T00:00:00.0,9658.4697,6854.9458,5147.4780,1707.4675,8129.6177,5696.2031,3218.8459,2477.3572,5211.3628,0.9931
2014-08-21T00:00:00.0/2014-08-22T00:00:00.0,9599.4229,6868.5918,5358.3496,1510.2426,8553.2344,6141.4702,4449.1934,1692.2770,6869.2119,0.9937
2014-08-22T00:00:00.0/2014-08-23T00:00:00.0,9539.7432,6535.4912,4428.8071,2106.6843,6981.7603,5425.0283,3062.4207,2362.6074,4922.4053,0.9944
2014-08-23T00:00:00.0/2014-08-24T00:00:00.0,9479.3926,6366.5273,3955.2219,2411.3054,6106.3892,3598.7971,1340.3590,2260.9695,2288.6055,0.9951
2014-08-24T00:00:00.0/2014-08-25T00:00:00.0,9418.3994,6749.6108,5245.1763,1504.4344,8531.2568,6037.6338,4462.7598,1575.2908,6945.4395,0.9958
2014-08-25T00:00:00.0/2014-08-26T00:00:00.0,9356.7861,6885.2739,5695.7598,1189.5140,9526.8574,5928.4785,3169.8682,2758.6104,5486.0283,0.9972
2014-08-26T00:00:00.0/2014-08-27T00:00:00.0,9294.5820,6602.3828,4949.6143,1652.7687,8060.6821,5765.8110,3292.4739,2473.3369,5422.2090,0.9875
2014-08-27T00:00:00.0/2014-08-28T00:00:00.0,9231.7803,6613.2593,5278.9360,1334.3229,8788.8291,5687.7178,4051.1318,1636.5861,5826.4482,0.9972
2014-08-28T00:00:00.0/2014-08-29T00:00:00.0,9168.3945,7016.7520,6252.8433,763.9087,10723.7305,6644.9146,5260.5532,1384.3610,8546.5928,0.9889
2014-08-29T00:00:00.0/2014-08-30T00:00:00.0,9104.4863,6853.6235,5921.7432,931.8804,10106.1406,6590.0288,5527.9653,1062.0636,9221.9023,0.9896
2014-08-30T00:00:00.0/2014-08-31T00:00:00.0,9039.9990,6695.7129,5468.1055,1227.6074,9228.7402,6380.7759,5207.4653,1173.3680,8554.2070,0.9903
2014-08-31T00:00:00.0/2014-09-01T00:00:00.0,8974.9746,6680.4824,5573.2363,1107.2458,9490.5664,6327.5078,5110.6973,1216.8105,8197.4062,0.9910
2014-09-01T00:00:00.0/2014-09-02T00:00:00.0,8909.4033,6313.0635,4653.8149,1659.2483,7736.7310,5487.9277,3365.0662,2122.8716,5132.4233,0.9924
2014-09-02T00:00:00.0/2014-09-03T00:00:00.0,8843.4004,6328.2402,4833.0234,1495.2167,8139.9229,5493.1987,3454.6672,2038.5316,5585.6191,0.9882
2014-09-03T00:00:00.0/2014-09-04T00:00:00.0,8776.8838,5875.7866,3637.3003,2238.4863,5930.8018,1588.8452,145.9271,1449.5104,296.2739,0.9903
2014-09-04T00:00:00.0/2014-09-05T00:00:00.0,8709.8906,5814.8530,3696.5762,2118.2769,6049.8872,1903.3751,92.7114,1818.0122,178.8827,0.9924
2014-09-05T00:00:00.0/2014-09-06T00:00:00.0,8642.4375,5806.3975,3741.0605,2065.3367,6155.2202,1699.5662,185.1310,1524.6053,309.9198,0.9944
2014-09-06T00:00:00.0/2014-09-07T00:00:00.0,8574.5391,5771.9985,3656.0144,2115.9839,6029.0396,1849.8553,110.5020,1753.9591,221.0179,0.9958
2014-09-07T00:00:00.0/2014-09-08T00:00:00.0,8506.2471,5914.1436,4156.9097,1757.2341,7009.8423,4532.8818,2111.3093,2423.0005,3633.7522,0.9861
2014-09-08T00:00:00.0/2014-09-09T00:00:00.0,8437.4902,5876.8242,4166.9458,1709.8788,7078.8828,4215.5366,2430.9976,1785.9424,3911.7632,0.9875
2014-09-09T00:00:00.0/2014-09-10T00:00:00.0,8368.3701,5754.7329,3878.2297,1876.5034,6578.6333,4953.7925,3108.3586,1845.7428,5020.1021,0.9882
2014-09-10T00:00:00.0/2014-09-11T00:00:00.0,8298.8652,5886.7651,4423.6802,1463.0851,7704.2646,5504.0034,4198.8633,1305.2644,7066.1655,0.9785
2014-09-11T00:00:00.0/2014-09-12T00:00:00.0,8228.9922,5842.1831,4376.8369,1465.3463,7659.6582,5402.4531,3938.5879,1463.8687,6658.8740,0.9861
2014-09-12T00:00:00.0/2014-09-13T00:00:00.0,8158.7671,5760.0107,4329.6245,1430.3866,7634.2720,3854.3955,1744.4779,2109.9309,3719.7666,0.9903
2014-09-13T00:00:00.0/2014-09-14T00:00:00.0,8088.2056,5707.7632,4330.6069,1377.1564,7704.4590,5229.3477,3605.3894,1623.9819,6207.6973,0.9903
2014-09-14T00:00:00.0/2014-09-15T00:00:00.0,8017.3394,5574.6836,4023.4697,1551.2137,7138.2070,2476.7307,457.5095,2020.4019,982.7718,0.9924
2014-09-15T00:00:00.0/2014-09-16T00:00:00.0,7946.1768,5503.4131,3919.4019,1584.0112,6843.2539,1280.7625,85.9765,1204.0540,167.1103,0.9931
2014-09-16T00:00:00.0/2014-09-17T00:00:00.0,7874.7295,5451.6167,3880.4607,1571.1562,6926.0986,1273.6233,130.6492,1153.0941,242.6405,0.9833
2014-09-17T00:00:00.0/2014-09-18T00:00:00.0,7803.0156,5565.7271,4225.9434,1339.7839,7647.0542,3200.7979,860.9069,2344.7090,1516.1243,0.9840
2014-09-18T00:00:00.0/2014-09-19T00:00:00.0,7731.0537,5452.6724,3946.3193,1506.3530,7135.7603,4564.2568,2237.7412,2326.8799,3872.4182,0.9806
2014-09-19T00:00:00.0/2014-09-20T00:00:00.0,7658.8638,5562.5688,4343.3770,1219.1921,7987.3071,5279.3779,4106.3203,1173.0577,7398.1968,0.9854
2014-09-20T00:00:00.0/2014-09-21T00:00:00.0,7586.4648,5172.6133,3585.0862,1587.5272,6466.7661,3546.1689,1261.0070,2285.7820,2270.3030,0.9736
2014-09-21T00:00:00.0/2014-09-22T00:00:00.0,7513.8862,5133.5220,3581.2615,1552.2606,6479.0107,4404.1416,2447.4048,1956.7371,4632.0469,0.9861
2014-09-22T00:00:00.0/2014-09-23T00:00:00.0,7441.1519,5231.1802,4018.6836,1212.4963,7555.4048,3483.2585,1470.2380,2017.3019,2613.9517,0.9882
2014-09-23T00:00:00.0/2014-09-24T00:00:00.0,7368.2715,5150.2729,3504.4001,1645.8728,6599.5708,2210.2493,889.1655,1346.6814,2112.4229,0.9889
2014-09-24T00:00:00.0/2014-09-25T00:00:00.0,7295.2661,5558.8608,4865.8179,693.0428,9599.6357,5353.5020,4477.8247,875.6773,8552.4590,0.9896
2014-09-25T00:00:00.0/2014-09-26T00:00:00.0,7222.1577,5361.4565,4495.0288,866.4279,8751.7949,4696.2456,3255.3606,1440.8850,6133.6445,0.9799
2014-09-26T00:00:00.0/2014-09-27T00:00:00.0,7148.9683,4965.4399,3433.2908,1532.1494,6513.1855,2423.1023,463.2737,1962.7306,808.3191,0.9861
2014-09-27T00:00:00.0/2014-09-28T00:00:00.0,7075.6963,5000.9429,3634.9565,1365.9866,7004.5269,2366.8228,510.7797,1860.5450,977.4482,0.9785
2014-09-28T00:00:00.0/2014-09-29T00:00:00.0,7002.4243,5185.5073,4381.4863,804.0209,8775.7930,4967.8447,4138.9253,828.9194,8070.0605,0.9826
2014-09-29T00:00:00.0/2014-09-30T00:00:00.0,6929.1797,5165.5830,4464.5068,701.0758,9059.6475,4945.7505,4112.8804,832.8697,8048.9067,0.9819
2014-09-30T00:00:00.0/2014-10-01T00:00:00.0,6855.9116,5143.9980,4350.6592,793.3387,8847.9834,4703.8940,3540.6064,1163.4797,6909.8584,0.9840
2014-10-01T00:00:00.0/2014-10-02T00:00:00.0,6782.6738,4874.0542,3876.5774,997.4770,7766.0020,4312.4722,2752.8706,1559.9717,5328.3599,0.9847
2014-10-02T00:00:00.0/2014-10-03T00:00:00.0,6709.4634,4529.7188,2926.4900,1603.2286,5700.5654,2145.2302,472.1115,1675.7963,918.9855,0.9861
2014-10-03T00:00:00.0/2014-10-04T00:00:00.0,6636.3662,4506.2368,2854.2073,1652.0292,5581.8501,2036.6198,298.8838,1748.2772,643.4111,0.9868
2014-10-04T00:00:00.0/2014-10-05T00:00:00.0,6563.3657,4514.1353,2925.1990,1588.9363,5785.7290,3996.2166,2590.2937,1407.9520,4868.3325,0.9875
2014-10-05T00:00:00.0/2014-10-06T00:00:00.0,6490.5244,4654.6611,3521.8845,1132.7764,7189.1777,4060.0784,2534.8059,1526.5352,4795.7998,0.9840
2014-10-06T00:00:00.0/2014-10-07T00:00:00.0,6417.7939,4507.3164,3265.8877,1241.4286,6686.6294,2622.3547,954.5802,1673.6001,1749.1118,0.9861
2014-10-07T00:00:00.0/2014-10-08T00:00:00.0,6345.2051,4228.5659,2784.1543,1444.4114,5609.9946,859.4918,51.4598,837.9890,103.9019,0.9785
2014-10-08T00:00:00.0/2014-10-09T00:00:00.0,6272.8350,4350.9087,3194.1577,1156.7510,6608.6592,1028.7684,72.2357,976.4274,166.8337,0.9806
2014-10-09T00:00:00.0/2014-10-10T00:00:00.0,6200.6699,4261.7305,2958.9324,1302.7981,6125.3276,1227.6854,88.1157,1154.7125,233.6452,0.9812
2014-10-10T00:00:00.0/2014-10-11T00:00:00.0,6128.7744,4422.7515,3687.6147,735.1368,8025.6313,2434.4456,702.5964,1737.5199,1345.4347,0.9819
2014-10-11T00:00:00.0/2014-10-12T00:00:00.0,6057.0757,4293.2681,3303.7578,989.5104,7109.3237,2078.4080,615.1685,1470.1984,1759.2926,0.9833
2014-10-12T00:00:00.0/2014-10-13T00:00:00.0,5985.6890,4282.7573,3357.5754,925.1818,7313.5215,3781.3047,2789.2510,994.1454,5632.9062,0.9840
2014-10-13T00:00:00.0/2014-10-14T00:00:00.0,5914.5957,4123.3447,3125.9604,997.3845,6782.0298,3762.5315,2802.4600,961.7352,5765.6626,0.9847
2014-10-14T00:00:00.0/2014-10-15T00:00:00.0,5843.8730,3580.0371,1961.8379,1618.1992,4051.7400,2347.8730,722.0450,1626.0269,1532.1038,0.9819
2014-10-15T00:00:00.0/2014-10-16T00:00:00.0,5773.4307,3593.4697,2063.0476,1530.4222,4313.2920,2280.0342,899.3260,1384.3723,1627.8789,0.9847
2014-10-16T00:00:00.0/2014-10-17T00:00:00.0,5703.3911,3322.7881,1596.9840,1725.8042,3380.4973,1795.4913,458.9838,1346.2728,1136.4838,0.9771
2014-10-17T00:00:00.0/2014-10-18T00:00:00.0,5633.7725,3919.8000,3138.4231,781.3771,7136.6738,2175.0647,645.6364,1536.2074,1262.6581,0.9569
2014-10-18T00:00:00.0/2014-10-19T00:00:00.0,5564.5156,3955.1697,3199.1609,756.0086,7371.1299,3540.1526,2591.8064,948.3605,5780.2852,0.9688
2014-10-19T00:00:00.0/2014-10-20T00:00:00.0,5495.7456,3926.0850,3092.7307,833.3542,7173.7202,3593.6042,2613.0120,980.5959,6044.2739,0.9694
2014-10-20T00:00:00.0/2014-10-21T00:00:00.0,5427.4692,3901.2085,3132.5566,768.6520,7338.6396,3299.1418,2315.3774,986.9193,5098.0669,0.9806
2014-10-21T00:00:00.0/2014-10-22T00:00:00.0,5359.6626,3744.5835,2949.1880,795.3956,6926.9595,3128.1929,1524.8562,1603.3368,3578.7532,0.8771
2014-10-22T00:00:00.0/2014-10-23T00:00:00.0,5292.3428,3624.5105,2724.5945,899.9161,6355.7095,2263.6865,1046.5834,1224.2207,2080.0447,0.9785
2014-10-23T00:00:00.0/2014-10-24T00:00:00.0,5225.6416,3469.4258,2384.0750,1085.3507,5541.6567,769.1508,43.1282,750.4031,161.3195,0.9799
2014-10-24T00:00:00.0/2014-10-25T00:00:00.0,5159.4756,3616.9241,2745.9424,870.9815,6539.1538,1566.5522,521.6546,1044.8976,1571.4731,0.9819
2014-10-25T00:00:00.0/2014-10-26T00:00:00.0,5093.9033,3486.1633,2481.6299,1004.5336,5922.2432,933.1086,84.1572,870.4985,297.2263,0.9736
2014-10-26T00:00:00.0/2014-10-27T00:00:00.0,5028.9717,3403.8242,2311.2703,1092.5541,5521.7305,1012.3155,67.0515,962.5845,199.2349,0.9757
2014-10-27T00:00:00.0/2014-10-28T00:00:00.0,4964.7002,3502.4368,2646.2451,856.1916,6482.1953,2574.5969,1136.3262,1440.2177,2728.6055,0.9868
2014-10-28T00:00:00.0/2014-10-29T00:00:00.0,4901.0542,3312.1724,2237.5339,1074.6385,5433.5845,1954.2648,575.7443,1380.8146,1311.3782,0.9778
2014-10-29T00:00:00.0/2014-10-30T00:00:00.0,4838.1621,3308.3208,2367.6946,940.6260,5866.7358,1139.5258,118.2596,1037.6492,301.9879,0.9785
2014-10-30T00:00:00.0/2014-10-31T00:00:00.0,4775.9644,3217.3071,2270.4353,946.8718,5615.3462,1498.4194,230.9645,1271.7042,538.3408,0.9792
2014-10-31T00:00:00.0/2014-11-01T00:00:00.0,4714.5054,3194.1699,2269.2788,924.8911,5708.8164,2066.8228,949.8632,1116.9673,2578.3806,0.9701
2014-11-01T00:00:00.0/2014-11-02T00:00:00.0,4653.8232,3098.5562,2000.3336,1098.2225,5029.0508,837.5807,69.0500,783.6362,228.4184,0.9667
2014-11-02T00:00:00.0/2014-11-03T00:00:00.0,4593.9556,3083.9917,2086.2834,997.7081,5313.0703,892.0086,53.5259,854.7169,165.8715,0.9715
2014-11-03T00:00:00.0/2014-11-04T00:00:00.0,4534.8335,3004.2134,1932.1293,1072.0840,4924.3350,1230.1874,142.9552,1099.1888,362.6185,0.9715
2014-11-04T00:00:00.0/2014-11-05T00:00:00.0,4476.6260,3191.7615,2545.5659,646.1956,6797.6997,2907.2590,2209.7886,698.9667,5646.1265,0.9618
2014-11-05T00:00:00.0/2014-11-06T00:00:00.0,4419.2583,3047.0420,2267.4412,779.6008,6021.1504,1075.0192,107.6138,980.4510,427.4507,0.9847
2014-11-06T00:00:00.0/2014-11-07T00:00:00.0,4362.7412,2625.3396,1420.8151,1204.5245,3630.8340,1132.4065,171.8684,960.5381,519.7973,0.8299
2014-11-07T00:00:00.0/2014-11-08T00:00:00.0,4307.1250,2239.8757,810.6808,1429.1948,1990.8257,1563.9891,456.0750,1113.3162,1013.6413,0.9764
2014-11-08T00:00:00.0/2014-11-09T00:00:00.0,4252.4189,2349.3286,1023.8503,1325.4784,2553.4524,994.5367,91.3034,911.6017,227.0643,0.9674
2014-11-09T00:00:00.0/2014-11-10T00:00:00.0,4198.6934,2725.0515,1841.3088,883.7427,4966.1689,838.1911,42.4316,807.7166,119.2724,0.9785
2014-11-10T00:00:00.0/2014-11-11T00:00:00.0,4145.9150,2713.3306,1779.5752,933.7552,4806.0601,771.2422,47.4661,749.1149,164.0016,0.9792
2014-11-11T00:00:00.0/2014-11-12T00:00:00.0,4094.0784,2701.4998,1825.6183,875.8815,4992.9805,750.9928,73.8433,707.4647,259.9389,0.9597
2014-11-12T00:00:00.0/2014-11-13T00:00:00.0,4043.2498,2432.5371,1242.8979,1189.6392,3331.7280,718.0189,37.7780,692.6745,104.3224,0.9812
2014-11-13T00:00:00.0/2014-11-14T00:00:00.0,3993.4749,1994.5812,643.0322,1351.5490,1667.3882,565.8257,26.4353,564.5297,66.7965,0.9778
2014-11-14T00:00:00.0/2014-11-15T00:00:00.0,3944.6919,2514.8342,1692.5220,822.3121,4765.8188,664.6448,39.5180,645.5175,196.5496,0.9694
2014-11-15T00:00:00.0/2014-11-16T00:00:00.0,3896.9995,2365.6987,1300.0886,1065.6101,3579.5269,794.5449,40.8542,763.8878,140.2665,0.9812
2014-11-16T00:00:00.0/2014-11-17T00:00:00.0,3850.3708,2548.6709,1781.0449,767.6259,5126.1616,573.8995,29.5265,574.1946,151.5241,0.9826
2014-11-17T00:00:00.0/2014-11-18T00:00:00.0,3804.8030,2444.5417,1583.4880,861.0538,4567.0947,601.5546,29.1201,600.3145,148.0008,0.9847
2014-11-18T00:00:00.0/2014-11-19T00:00:00.0,3760.3784,2450.7859,1610.5736,840.2123,4682.2681,530.9559,21.8615,544.5699,107.9754,0.9861
2014-11-19T00:00:00.0/2014-11-20T00:00:00.0,3717.1111,2359.4214,1481.4792,877.9420,4299.0205,750.4446,89.1229,683.4775,292.4365,0.9868
2014-11-20T00:00:00.0/2014-11-21T00:00:00.0,3674.9248,2535.8901,2032.7784,503.1116,6222.2056,1511.1409,757.5047,756.3116,2580.3225,0.9785
2014-11-21T00:00:00.0/2014-11-22T00:00:00.0,3633.9355,2485.6350,1962.5709,523.0640,6043.3096,930.3208,201.6562,735.4261,547.5143,0.9792
2014-11-22T00:00:00.0/2014-11-23T00:00:00.0,3594.1140,2432.5759,1839.6141,592.9618,5681.7793,683.2204,32.2216,670.8396,91.5308,0.9799
2014-11-23T00:00:00.0/2014-11-24T00:00:00.0,3555.4753,2324.0090,1533.3765,790.6325,4659.4307,604.0977,24.7718,602.8287,70.2165,0.9806
2014-11-24T00:00:00.0/2014-11-25T00:00:00.0,3518.0693,2315.5396,1582.3538,733.1857,4841.5283,553.2593,20.4337,561.2526,60.2035,0.9715
