Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2013-12-03T00:00:00.0/2013-12-04T00:00:00.0,2672.1199,1923.3097,1614.2729,309.0367,6362.5718,1746.3420,1213.0255,533.3166,4277.6060,0.9910
2013-12-04T00:00:00.0/2013-12-05T00:00:00.0,2647.9976,1865.5209,1498.2063,367.3146,5864.9844,1487.4863,809.5111,677.9800,2821.4612,0.9812
2013-12-05T00:00:00.0/2013-12-06T00:00:00.0,2625.1538,1798.1990,1407.8026,390.3963,5466.5605,924.4653,373.6140,558.7370,1425.5812,0.9826
2013-12-06T00:00:00.0/2013-12-07T00:00:00.0,2603.7241,1792.5112,1428.1815,364.3297,5632.4751,1117.1824,520.5454,597.2524,1921.8063,0.9833
2013-12-07T00:00:00.0/2013-12-08T00:00:00.0,2583.6387,1794.8757,1402.7368,392.1389,5541.4429,886.1492,182.9805,703.1687,787.7163,0.9840
2013-12-08T00:00:00.0/2013-12-09T00:00:00.0,2564.9050,1824.7103,1457.5079,367.2024,5825.1787,1664.2261,1147.4313,516.7947,4066.1084,0.9847
2013-12-09T00:00:00.0/2013-12-10T00:00:00.0,2547.5298,1701.6476,1349.0203,352.6273,5424.2554,813.8415,138.8450,676.6032,509.6517,0.9854
2013-12-10T00:00:00.0/2013-12-11T00:00:00.0,2531.5183,1791.2200,1424.7571,366.4628,5765.2842,889.3489,293.3951,603.9795,1029.8669,0.9861
2013-12-11T00:00:00.0/2013-12-12T00:00:00.0,2516.8750,1743.8676,1423.4551,320.4125,5788.2803,575.8992,20.3527,557.6978,72.3483,0.9868
2013-12-12T00:00:00.0/2013-12-13T00:00:00.0,2503.6035,1644.2933,1238.6696,405.6238,4966.8423,424.5006,10.6678,433.8529,38.1528,0.9667
2013-12-13T00:00:00.0/2013-12-14T00:00:00.0,2491.7063,1677.2323,1293.1091,384.1232,5258.0894,812.0101,247.2872,564.7230,1367.3138,0.9882
2013-12-14T00:00:00.0/2013-12-15T00:00:00.0,2481.2173,1623.0459,1196.9548,426.0911,4810.2783,558.7244,37.0844,535.2953,151.6476,0.9778
2013-12-15T00:00:00.0/2013-12-16T00:00:00.0,2472.0830,1694.4360,1365.1024,329.3336,5620.0254,401.6653,7.4754,414.6891,44.0111,0.9889
2013-12-16T00:00:00.0/2013-12-17T00:00:00.0,2464.3269,1631.7980,1196.7725,435.0255,4835.8325,598.8739,29.8870,573.7303,176.8908,0.9896
2013-12-17T00:00:00.0/2013-12-18T00:00:00.0,2457.9478,1702.1230,1342.2738,359.8493,5516.2959,1595.3397,1168.2427,427.0970,4634.3496,0.9903
2013-12-18T00:00:00.0/2013-12-19T00:00:00.0,2453.0332,1682.6414,1315.1974,367.4439,5405.3032,1569.3312,1121.9365,447.3947,4290.9346,0.9903
2013-12-19T00:00:00.0/2013-12-20T00:00:00.0,2449.4412,1702.4408,1310.2142,392.2265,5379.9785,1022.0477,428.2155,593.9332,1569.6302,0.9910
2013-12-20T00:00:00.0/2013-12-21T00:00:00.0,2447.2546,1621.9905,1172.1100,449.8806,4743.7959,982.7026,324.7539,657.9487,1229.7787,0.9917
2013-12-21T00:00:00.0/2013-12-22T00:00:00.0,2446.4783,1630.7446,1215.2328,415.5119,4903.5513,839.8540,290.8184,557.2071,1173.4388,0.9917
2013-12-22T00:00:00.0/2013-12-23T00:00:00.0,2447.0771,1710.0143,1363.5978,346.4165,5640.0933,1576.5272,1081.8492,494.6780,4052.6355,0.9924
2013-12-23T00:00:00.0/2013-12-24T00:00:00.0,2449.0884,1563.5430,1073.3843,490.1586,4316.3237,979.7650,310.1020,669.6630,1249.5947,0.9924
2013-12-24T00:00:00.0/2013-12-25T00:00:00.0,2452.5073,1640.4850,1245.5842,394.9007,5087.2251,1546.0325,1100.7094,445.3232,4237.4668,0.9910
2013-12-25T00:00:00.0/2013-12-26T00:00:00.0,2457.2764,1581.1249,1124.7744,456.3504,4526.9507,1263.6096,717.1942,546.4371,2536.2820,0.9917
2013-12-26T00:00:00.0/2013-12-27T00:00:00.0,2463.5005,1605.3702,1194.3500,411.0203,4822.3706,1359.6396,831.6251,528.0145,2880.9827,0.9903
2013-12-27T00:00:00.0/2013-12-28T00:00:00.0,2471.1130,1539.0670,1020.7068,518.3602,4038.2869,1037.1276,368.4912,670.5600,1321.2969,0.9896
2013-12-28T00:00:00.0/2013-12-29T00:00:00.0,2480.0950,1524.6537,969.1008,555.5529,3793.5686,1283.5990,604.9371,678.6620,2138.5100,0.9896
2013-12-29T00:00:00.0/2013-12-30T00:00:00.0,2490.4788,1652.1709,1190.0208,462.1502,4738.5420,1492.9604,965.1273,527.8331,3416.1599,0.9937
2013-12-30T00:00:00.0/2013-12-31T00:00:00.0,2502.2893,1594.7988,1063.6940,531.1048,4180.8770,415.3938,10.3460,432.9196,65.3093,0.9889
2013-12-31T00:00:00.0/2014-01-01T00:00:00.0,2515.4919,1626.1018,1113.0634,513.0385,4374.2612,818.9094,195.7480,627.2006,652.7221,0.9937
2014-01-01T00:00:00.0/2014-01-02T00:00:00.0,2530.0867,1566.3826,957.2315,609.1511,3685.4824,667.0000,63.3158,606.5961,204.6717,0.9937
2014-01-02T00:00:00.0/2014-01-03T00:00:00.0,2546.0715,1634.5200,1119.0813,515.4387,4355.4556,463.5802,12.5639,463.6626,47.0648,0.9937
2014-01-03T00:00:00.0/2014-01-04T00:00:00.0,2563.4441,1657.2336,1153.9685,503.2652,4493.6411,992.9614,316.4880,676.4734,1243.8485,0.9937
2014-01-04T00:00:00.0/2014-01-05T00:00:00.0,2582.2002,1714.0375,1285.0249,429.0125,5053.6069,1255.2091,600.1161,655.0930,2095.6316,0.9937
2014-01-05T00:00:00.0/2014-01-06T00:00:00.0,2602.3357,1668.4865,1153.2678,515.2186,4467.6499,543.0135,28.1230,532.6667,105.2861,0.9937
2014-01-06T00:00:00.0/2014-01-07T00:00:00.0,2623.8833,1678.8712,1220.6849,458.1862,4703.7788,883.6645,238.6443,645.0202,999.4468,0.9931
2014-01-07T00:00:00.0/2014-01-08T00:00:00.0,2646.8096,1755.1320,1299.9730,455.1589,5015.8521,773.1509,76.1542,696.9967,278.6783,0.9715
2014-01-08T00:00:00.0/2014-01-09T00:00:00.0,2671.0725,1763.3073,1283.3282,479.9790,4886.3276,1604.2676,1048.3047,555.9629,3787.1252,0.9917
2014-01-09T00:00:00.0/2014-01-10T00:00:00.0,2696.7273,1828.2211,1359.0870,469.1341,5184.1382,1393.8313,658.8003,735.0311,2207.1665,0.9799
2014-01-10T00:00:00.0/2014-01-11T00:00:00.0,2723.7134,1682.6211,964.7141,717.9070,3626.8423,773.9340,125.1268,650.3945,465.8555,0.9972
2014-01-11T00:00:00.0/2014-01-12T00:00:00.0,2752.1006,1955.2189,1583.3307,371.8882,6073.4663,1354.7750,617.1439,737.6311,2237.4358,0.9958
2014-01-12T00:00:00.0/2014-01-13T00:00:00.0,2781.7966,1931.7162,1534.5099,397.2063,5778.8115,1359.2858,680.8245,678.8810,2352.0137,0.9951
2014-01-13T00:00:00.0/2014-01-14T00:00:00.0,2812.8467,1984.2819,1591.2726,393.0093,6012.4131,1763.1274,1205.9279,557.1996,4205.5356,1.0000
2014-01-14T00:00:00.0/2014-01-15T00:00:00.0,2845.2332,1995.5129,1570.0530,425.4600,5847.1665,1595.2544,843.2007,752.0536,2839.8584,1.0000
2014-01-15T00:00:00.0/2014-01-16T00:00:00.0,2878.9548,1873.6021,1320.1719,553.4302,4804.4243,987.7240,207.5905,780.3912,735.7639,1.0000
2014-01-16T00:00:00.0/2014-01-17T00:00:00.0,2913.9807,1969.2843,1470.5095,498.7748,5300.3447,699.3969,33.7451,665.6518,126.7798,1.0000
2014-01-17T00:00:00.0/2014-01-18T00:00:00.0,2950.3328,1869.5189,1120.7595,748.7593,4007.5022,838.6116,126.8696,711.8669,508.2812,1.0000
2014-01-18T00:00:00.0/2014-01-19T00:00:00.0,2987.9827,2032.6274,1621.2804,411.3470,5848.2959,1014.7117,283.2870,731.4247,1189.7153,0.9993
2014-01-19T00:00:00.0/2014-01-20T00:00:00.0,3026.9468,1927.9263,1247.0990,680.8272,4233.6929,817.7031,128.1529,692.3521,457.1354,0.9972
2014-01-20T00:00:00.0/2014-01-21T00:00:00.0,3067.1719,1991.5564,1382.4314,609.1249,4667.5356,761.0197,50.3340,721.9926,161.2747,0.9958
2014-01-21T00:00:00.0/2014-01-22T00:00:00.0,3108.6890,1921.9276,1105.8911,816.0366,3685.6875,570.8078,23.4557,558.8774,100.7205,0.9833
2014-01-22T00:00:00.0/2014-01-23T00:00:00.0,3151.4502,2173.7222,1723.0184,450.7037,5978.4482,620.4916,23.5303,598.8005,71.3923,0.9924
2014-01-23T00:00:00.0/2014-01-24T00:00:00.0,3195.4810,2204.3267,1679.3201,525.0067,5753.0352,541.9875,22.0413,538.1455,70.9737,0.9903
2014-01-24T00:00:00.0/2014-01-25T00:00:00.0,3240.7312,2278.4968,1745.8760,532.6209,5931.7515,588.0061,23.0864,576.1725,71.7426,1.0000
2014-01-25T00:00:00.0/2014-01-26T00:00:00.0,3287.2278,2219.9001,1596.9895,622.9105,5299.1860,688.3585,39.4249,649.9577,139.6086,1.0000
2014-01-26T00:00:00.0/2014-01-27T00:00:00.0,3334.9121,2279.2429,1636.2080,643.0348,5380.3896,604.6910,37.9668,579.6494,133.4129,1.0000
2014-01-27T00:00:00.0/2014-01-28T00:00:00.0,3383.8179,2188.0281,1330.6691,857.3590,4214.1572,573.6541,24.0138,569.4642,80.1376,1.0000
2014-01-28T00:00:00.0/2014-01-29T00:00:00.0,3433.8730,2446.2424,2007.2749,438.9674,6619.3950,599.7748,26.5137,576.7419,75.4225,1.0000
2014-01-29T00:00:00.0/2014-01-30T00:00:00.0,3485.1228,2317.9900,1526.2861,791.7039,4843.4673,701.4048,45.3515,663.2972,163.2519,0.9986
2014-01-30T00:00:00.0/2014-01-31T00:00:00.0,3537.4775,2541.8347,2090.0586,451.7762,6776.7900,981.0534,192.0151,789.2478,614.1899,0.9986
2014-01-31T00:00:00.0/2014-02-01T00:00:00.0,3591.0435,2623.6274,2148.2900,475.3374,6892.9844,850.5507,37.2428,815.4217,113.1807,0.9965
2014-02-01T00:00:00.0/2014-02-02T00:00:00.0,3645.6765,2575.7720,1983.8862,591.8859,6208.6221,1368.3912,502.3356,866.0740,1440.4025,0.9944
2014-02-02T00:00:00.0/2014-02-03T00:00:00.0,3701.3711,2813.5063,2275.3606,538.1458,7161.4702,962.7612,96.9972,865.7698,345.4431,0.9931
2014-02-03T00:00:00.0/2014-02-04T00:00:00.0,3758.2014,2874.0547,2359.6628,514.3917,7395.4629,1003.2355,267.0122,736.5552,874.1125,0.9903
2014-02-04T00:00:00.0/2014-02-05T00:00:00.0,3816.0171,2802.4104,2196.9519,605.4584,6724.0986,2441.9277,1834.2308,607.6968,5042.3101,0.9861
2014-02-05T00:00:00.0/2014-02-06T00:00:00.0,3874.9263,2808.6924,2176.6479,632.0446,6529.5483,1877.2970,974.0233,903.2737,3252.3521,0.9951
2014-02-06T00:00:00.0/2014-02-07T00:00:00.0,3934.8179,2804.6501,2189.5525,615.0977,6537.5669,2391.1277,1537.7666,853.3611,4393.5459,1.0000
2014-02-07T00:00:00.0/2014-02-08T00:00:00.0,3995.6609,2832.6104,2212.4888,620.1218,6510.0479,2251.1218,1193.8550,1057.2667,3315.8750,0.9993
2014-02-08T00:00:00.0/2014-02-09T00:00:00.0,4057.5427,2790.6658,2026.5325,764.1332,5830.7334,735.5360,35.4284,719.1587,84.8259,0.9979
2014-02-09T00:00:00.0/2014-02-10T00:00:00.0,4120.2886,2890.1035,2239.8970,650.2064,6399.9146,1807.5885,695.3895,1112.2490,1776.8796,0.9972
2014-02-10T00:00:00.0/2014-02-11T00:00:00.0,4184.0444,2965.7849,2376.2441,589.5407,6796.5674,1886.3170,916.9719,972.6733,2779.6672,0.9958
2014-02-11T00:00:00.0/2014-02-12T00:00:00.0,4248.6787,2909.0549,2073.5391,835.5159,5791.2544,1673.6522,539.2932,1137.7035,1356.1321,0.9937
2014-02-12T00:00:00.0/2014-02-13T00:00:00.0,4314.1445,2785.4622,1672.6899,1112.7722,4428.1685,1526.4208,338.4374,1190.6423,858.0571,0.9924
2014-02-13T00:00:00.0/2014-02-14T00:00:00.0,4380.5229,2890.8511,1818.5265,1072.3247,4906.0303,1034.0381,80.5432,954.7640,239.5020,0.9903
2014-02-14T00:00:00.0/2014-02-15T00:00:00.0,4447.6597,3308.5640,2748.7161,559.8480,7636.4346,2975.4717,2090.3889,885.0828,5562.4072,0.9965
2014-02-15T00:00:00.0/2014-02-16T00:00:00.0,4515.6924,3280.6399,2630.3501,650.2897,7142.7402,1768.7738,536.7643,1232.0095,1482.0615,0.9847
2014-02-16T00:00:00.0/2014-02-17T00:00:00.0,4584.4907,3200.7551,2380.6831,820.0718,6331.0337,2482.7378,1444.3187,1038.4191,3555.0935,0.9993
2014-02-17T00:00:00.0/2014-02-18T00:00:00.0,4654.0288,3169.2427,2224.1277,945.1150,5876.1694,1163.6300,125.4766,1039.8687,301.9258,0.9986
2014-02-18T00:00:00.0/2014-02-19T00:00:00.0,4724.3086,3457.9167,2771.7236,686.1932,7335.1572,2505.3391,1284.0833,1221.2778,3228.1448,0.9972
2014-02-19T00:00:00.0/2014-02-20T00:00:00.0,4795.3037,2785.0293,1190.9332,1594.0961,2827.7131,1463.8605,307.7531,1156.1594,722.8342,0.9965
2014-02-20T00:00:00.0/2014-02-21T00:00:00.0,4867.0195,3088.0066,1714.4154,1373.5913,4160.9375,1101.6388,98.7689,1013.2930,218.5728,0.9951
2014-02-21T00:00:00.0/2014-02-22T00:00:00.0,4939.3579,3318.2771,2166.6697,1151.6074,5291.6064,2466.5037,1095.8247,1370.6790,2636.5706,0.9924
2014-02-22T00:00:00.0/2014-02-23T00:00:00.0,5012.3530,3041.5764,1449.9166,1591.6597,3412.4380,1023.6740,64.8451,969.5330,149.4982,0.9903
2014-02-23T00:00:00.0/2014-02-24T00:00:00.0,5085.9834,3363.7490,2015.1815,1348.5675,4807.0371,783.4368,60.3870,738.3108,138.3872,1.0000
2014-02-24T00:00:00.0/2014-02-25T00:00:00.0,5160.1802,3456.7102,2175.9456,1280.7648,5181.1475,1143.5355,69.7125,1074.0826,156.0133,1.0000
2014-02-25T00:00:00.0/2014-02-26T00:00:00.0,5234.9570,3568.2378,2348.2512,1219.9865,5581.8018,1575.2249,210.5199,1368.2928,428.9389,1.0000
2014-02-26T00:00:00.0/2014-02-27T00:00:00.0,5310.2407,3606.5706,2369.0842,1237.4862,5533.4233,1739.7126,361.5558,1378.2927,729.4116,0.9993
2014-02-27T00:00:00.0/2014-02-28T00:00:00.0,5386.0562,3543.9966,2124.4592,1419.5375,4872.5605,1368.0510,105.9509,1263.3563,216.2069,0.9986
2014-02-28T00:00:00.0/2014-03-01T00:00:00.0,5462.2861,3727.9382,2416.6350,1311.3031,5572.8008,1634.6167,335.3583,1302.5887,699.9995,0.9972
2014-03-01T00:00:00.0/2014-03-02T00:00:00.0,5539.0361,3930.9128,2852.3826,1078.5305,6632.5908,1428.1317,160.2046,1267.9940,444.8478,0.9944
2014-03-02T00:00:00.0/2014-03-03T00:00:00.0,5616.1719,4038.7727,3031.7861,1006.9866,7058.2026,734.7985,33.2398,714.4739,67.2912,0.9819
2014-03-03T00:00:00.0/2014-03-04T00:00:00.0,5693.7349,4064.3184,3082.8691,981.4492,7101.6387,1574.1978,220.4717,1357.7319,482.5191,0.9688
2014-03-04T00:00:00.0/2014-03-05T00:00:00.0,5771.6245,4054.7239,2972.0510,1082.6729,6714.7617,1366.6415,124.9465,1252.1339,360.9468,0.9792
2014-03-05T00:00:00.0/2014-03-06T00:00:00.0,5849.8872,3846.9221,2330.4434,1516.4786,5080.2896,914.0464,74.3636,853.9578,172.3123,1.0000
2014-03-06T00:00:00.0/2014-03-07T00:00:00.0,5928.4189,4285.2129,3395.4678,889.7450,7658.9331,1037.0515,73.9015,970.6517,152.6677,1.0000
2014-03-07T00:00:00.0/2014-03-08T00:00:00.0,6007.2690,4173.1982,2884.5781,1288.6200,6236.6187,1276.7982,80.4042,1204.2816,158.9126,1.0000
2014-03-08T00:00:00.0/2014-03-09T00:00:00.0,6086.3330,4392.8325,3293.4194,1099.4133,7256.5146,2771.8508,1116.8441,1655.5073,2244.0542,0.9986
2014-03-09T00:00:00.0/2014-03-10T00:00:00.0,6165.6592,4492.0259,3413.5156,1078.5104,7460.7773,1926.1047,463.7866,1464.1975,1046.0660,0.9958
2014-03-10T00:00:00.0/2014-03-11T00:00:00.0,6245.1470,4864.5122,4126.6279,737.8840,9226.7080,4521.8940,3338.9878,1182.9061,7035.6079,0.9937
2014-03-11T00:00:00.0/2014-03-12T00:00:00.0,6324.8413,4773.7188,4018.8518,754.8667,8873.7676,4581.2720,3770.1250,811.1470,7971.2349,0.9910
2014-03-12T00:00:00.0/2014-03-13T00:00:00.0,6404.6484,4948.0225,4347.1045,600.9178,9649.2246,4713.2896,3890.0002,823.2894,8152.5537,0.9889
2014-03-13T00:00:00.0/2014-03-14T00:00:00.0,6484.6069,4979.2622,4349.4253,629.8370,9573.2861,4766.4038,3941.6824,824.7215,8241.9502,1.0000
2014-03-14T00:00:00.0/2014-03-15T00:00:00.0,6564.6313,4877.6758,4072.9546,804.7210,8778.9902,4625.0547,3645.5601,979.4946,7465.6172,1.0000
2014-03-15T00:00:00.0/2014-03-16T00:00:00.0,6644.7515,4793.2939,3632.5461,1160.7479,7452.0537,3374.3013,1881.1992,1493.1019,3941.3813,1.0000
2014-03-16T00:00:00.0/2014-03-17T00:00:00.0,6724.8940,5017.1484,4087.3813,929.7670,8649.9258,2715.3105,801.9109,1913.5236,1655.0254,0.9986
2014-03-17T00:00:00.0/2014-03-18T00:00:00.0,6805.0776,5095.9390,4309.0396,786.8991,9076.6113,2086.8779,287.1127,1800.6581,561.0082,0.9972
2014-03-18T00:00:00.0/2014-03-19T00:00:00.0,6885.2314,5194.7549,4418.5337,776.2212,9128.2070,4405.9370,3047.7349,1358.6595,5445.3042,0.9951
2014-03-19T00:00:00.0/2014-03-20T00:00:00.0,6965.3545,4837.4072,3187.9902,1649.4169,6340.0391,1630.9725,163.8659,1478.5464,300.3017,0.9931
2014-03-20T00:00:00.0/2014-03-21T00:00:00.0,7045.4688,5133.9131,3968.5708,1165.3423,8021.5820,4633.2871,3514.2688,1119.3260,6427.3872,0.9903
2014-03-21T00:00:00.0/2014-03-22T00:00:00.0,7125.4692,5443.0166,4642.7837,800.2328,9571.9717,5037.8452,3647.6606,1390.1843,7197.4312,0.9965
2014-03-22T00:00:00.0/2014-03-23T00:00:00.0,7205.4048,5486.7109,4782.0269,704.6842,9774.0684,5292.9922,4429.7495,863.2424,8850.3271,0.9958
2014-03-23T00:00:00.0/2014-03-24T00:00:00.0,7285.1865,5372.7974,4359.4141,1013.3832,8645.2500,4579.4717,3227.4221,1352.0497,6090.1987,0.9993
2014-03-24T00:00:00.0/2014-03-25T00:00:00.0,7364.8467,5080.2847,3428.3120,1651.9724,6496.7925,3988.0327,1695.4956,2293.0925,3114.8499,0.9979
2014-03-25T00:00:00.0/2014-03-26T00:00:00.0,7444.3135,4937.1367,2972.0264,1965.1101,5506.9453,2367.1746,401.7786,1968.4243,723.3436,0.9965
2014-03-26T00:00:00.0/2014-03-27T00:00:00.0,7523.5728,5574.2495,4585.9995,988.2501,8938.6582,1813.2919,132.0119,1695.8186,233.2992,0.9951
2014-03-27T00:00:00.0/2014-03-28T00:00:00.0,7602.6562,5303.0645,3564.2283,1738.8363,6693.2661,3201.9077,879.3668,2322.5410,1585.7314,0.9937
2014-03-28T00:00:00.0/2014-03-29T00:00:00.0,7681.4556,5292.2148,3420.9976,1871.2170,6445.5996,2686.1755,786.5274,1901.2375,1801.8910,0.9924
2014-03-29T00:00:00.0/2014-03-30T00:00:00.0,7760.0205,6000.9336,5158.4683,842.4656,10096.6465,5807.1289,4893.1211,914.0081,9414.8184,0.9896
2014-03-30T00:00:00.0/2014-03-31T00:00:00.0,7838.2632,6139.2095,5500.0752,639.1344,10779.1309,5949.3242,5045.1699,904.1541,9737.2373,0.9986
2014-03-31T00:00:00.0/2014-04-01T00:00:00.0,7916.2124,5956.4224,4873.1025,1083.3197,9191.1543,5286.6367,3506.4451,1780.1917,6356.8721,0.9986
2014-04-01T00:00:00.0/2014-04-02T00:00:00.0,7993.8027,5710.8755,4051.2283,1659.6471,7434.3271,5024.5386,3281.5635,1742.9753,5479.7188,0.9931
2014-04-02T00:00:00.0/2014-04-03T00:00:00.0,8071.0181,5737.6968,3922.3069,1815.3898,7098.8091,3380.3643,1016.0463,2371.4133,1893.9935,0.9958
2014-04-03T00:00:00.0/2014-04-04T00:00:00.0,8147.8867,5903.5684,4405.0562,1498.5121,7959.0933,5040.1592,2693.5557,2346.6035,4840.8164,0.9944
2014-04-04T00:00:00.0/2014-04-05T00:00:00.0,8224.3105,5612.8711,3517.2917,2095.5791,6176.8140,3400.6729,1124.8579,2276.8354,1772.1255,0.9931
2014-04-05T00:00:00.0/2014-04-06T00:00:00.0,8300.3320,5767.2798,3651.0500,2116.2295,6481.1836,2170.4600,245.3040,1928.5905,504.3713,0.9917
2014-04-06T00:00:00.0/2014-04-07T00:00:00.0,8375.8779,5890.7163,4049.2449,1841.4717,7166.9741,3552.4072,1186.7092,2379.4714,1893.6378,0.9903
2014-04-07T00:00:00.0/2014-04-08T00:00:00.0,8450.9385,6263.1470,5059.1177,1204.0289,9132.6045,4605.4077,3324.2551,1290.5757,5645.2051,0.9889
2014-04-08T00:00:00.0/2014-04-09T00:00:00.0,8525.5479,6369.2275,5422.3032,946.9241,9938.6152,5935.1187,4618.9814,1316.1372,7951.4502,0.9972
2014-04-09T00:00:00.0/2014-04-10T00:00:00.0,8599.6064,6011.9604,4051.5791,1960.3815,7032.9473,3631.0686,1081.3739,2549.9175,1925.3398,0.9951
2014-04-10T00:00:00.0/2014-04-11T00:00:00.0,8673.1621,6501.8359,5363.5205,1138.3154,9609.3770,3014.6814,644.0778,2372.4658,1113.7338,0.9924
2014-04-11T00:00:00.0/2014-04-12T00:00:00.0,8746.1406,6463.9478,5238.7578,1225.1897,9374.5498,1795.0012,132.4879,1679.6588,367.5434,0.9903
2014-04-12T00:00:00.0/2014-04-13T00:00:00.0,8818.5381,6652.7627,5586.2500,1066.5126,9961.1904,1669.3981,91.0732,1601.4343,197.7964,0.9882
2014-04-13T00:00:00.0/2014-04-14T00:00:00.0,8890.3916,6728.1914,5717.1626,1011.0289,10205.6748,3165.1909,669.9361,2503.2598,986.3297,0.9910
2014-04-14T00:00:00.0/2014-04-15T00:00:00.0,8961.6016,6339.4248,4295.5024,2043.9224,7269.0488,3130.9907,694.5094,2445.2634,1109.8529,0.9896
2014-04-15T00:00:00.0/2014-04-16T00:00:00.0,9032.2197,6575.9736,4921.9102,1654.0636,8523.7939,2450.7966,370.4792,2082.8667,857.5272,0.9882
2014-04-16T00:00:00.0/2014-04-17T00:00:00.0,9102.1719,6873.2075,5749.7222,1123.4856,10086.1855,2824.9644,498.1957,2334.5908,896.4869,0.9868
2014-04-17T00:00:00.0/2014-04-18T00:00:00.0,9171.4170,6462.2793,4329.1416,2133.1375,7259.2246,1971.8103,148.3882,1839.5736,271.2251,0.9965
2014-04-18T00:00:00.0/2014-04-19T00:00:00.0,9240.0830,6634.4937,4808.3789,1826.1146,7933.1553,4943.4995,2600.2466,2343.2529,3669.5034,0.9951
2014-04-19T00:00:00.0/2014-04-20T00:00:00.0,9308.0205,7030.8867,5813.4678,1217.4189,9951.0547,4041.2881,1715.9427,2325.9146,2879.1147,0.9826
2014-04-20T00:00:00.0/2014-04-21T00:00:00.0,9375.2832,7052.1626,5839.9570,1212.2054,10064.2617,5683.0815,4099.0659,1584.1876,6776.5000,0.9924
2014-04-21T00:00:00.0/2014-04-22T00:00:00.0,9441.7969,7226.5933,6406.4106,820.1824,11192.0049,6980.3057,5901.5703,1078.7350,10022.6006,0.9910
2014-04-22T00:00:00.0/2014-04-23T00:00:00.0,9507.5605,7104.5000,6048.5928,1055.9071,10393.7529,5863.8110,3109.3940,2754.4170,5174.5859,0.9861
2014-04-23T00:00:00.0/2014-04-24T00:00:00.0,9572.5889,7097.7886,5951.3916,1146.3973,10100.4150,4821.7603,2473.7087,2350.8589,3802.4341,0.8910
2014-04-24T00:00:00.0/2014-04-25T00:00:00.0,9636.8418,7032.8062,5578.5161,1454.2900,9327.9746,4977.0605,1957.7100,3019.3508,3110.9092,0.9771
2014-04-25T00:00:00.0/2014-04-26T00:00:00.0,9700.3330,6718.9004,4330.7114,2388.1890,7039.8511,3470.6133,788.9692,2681.8787,1344.7213,0.9861
2014-04-26T00:00:00.0/2014-04-27T00:00:00.0,9762.9922,7626.7964,6811.5933,815.2032,11726.2031,6593.8315,3748.6555,2845.1760,6101.6670,0.9847
2014-04-27T00:00:00.0/2014-04-28T00:00:00.0,9824.8008,7443.6094,5975.9463,1467.6632,9942.1377,7144.9385,5736.1270,1408.8114,9224.9980,0.9944
2014-04-28T00:00:00.0/2014-04-29T00:00:00.0,9885.8408,7561.8940,6519.0303,1042.8635,10960.0947,6527.5439,3887.5701,2640.0151,6223.3701,0.9931
2014-04-29T00:00:00.0/2014-04-30T00:00:00.0,9945.9893,7668.1997,6854.4546,813.7455,11716.5459,6809.1572,4571.3145,2237.8428,8011.0186,0.9917
2014-04-30T00:00:00.0/2014-05-01T00:00:00.0,10005.2695,7334.7998,5606.2944,1728.5054,9126.7783,6732.0078,4512.9907,2219.1536,7352.4829,0.9896
2014-05-01T00:00:00.0/2014-05-02T00:00:00.0,10063.6768,7378.1914,5678.0527,1700.1384,9200.0381,6784.5596,4597.3350,2187.2266,7043.6396,0.9882
2014-05-02T00:00:00.0/2014-05-03T00:00:00.0,10121.1377,7436.7456,5710.6147,1726.1306,9257.6377,6706.1768,4272.1421,2434.0798,6658.4907,0.9861
2014-05-03T00:00:00.0/2014-05-04T00:00:00.0,10177.7598,7472.1475,5834.0615,1638.0858,9516.6416,6376.6914,3596.7837,2779.9077,5456.8813,0.9833
2014-05-04T00:00:00.0/2014-05-05T00:00:00.0,10233.4150,7256.7358,4880.2432,2376.4929,7882.4321,2170.5959,184.8041,1995.7291,346.2758,0.9812
2014-05-05T00:00:00.0/2014-05-06T00:00:00.0,10288.0977,8022.3003,7057.8433,964.4570,11779.8213,6591.3242,3854.3936,2742.9736,6201.5757,0.9854
2014-05-06T00:00:00.0/2014-05-07T00:00:00.0,10341.8818,8028.7764,7012.5498,1016.2266,11656.4014,7692.9189,6423.3408,1269.5785,10113.9238,0.9840
2014-05-07T00:00:00.0/2014-05-08T00:00:00.0,10394.6426,7884.8730,6563.0405,1321.8323,10849.9053,7087.8940,4665.3618,2422.7104,7416.8003,0.9937
2014-05-08T00:00:00.0/2014-05-09T00:00:00.0,10446.4365,7941.0083,6789.0415,1151.9664,11045.8711,7527.1318,6035.7612,1491.3724,9156.5449,0.9924
2014-05-09T00:00:00.0/2014-05-10T00:00:00.0,10497.2471,8047.6528,6983.3037,1064.3490,11414.1084,7433.3892,5308.6958,2124.7124,7907.1523,0.9917
2014-05-10T00:00:00.0/2014-05-11T00:00:00.0,10547.0117,7497.4585,5330.0352,2167.4231,8407.7178,3286.2883,583.3948,2718.5728,804.7010,0.9910
2014-05-11T00:00:00.0/2014-05-12T00:00:00.0,10595.7900,7981.6138,6670.9976,1310.6166,10819.0586,7236.8076,4840.3062,2396.5090,7654.8120,0.9889
