Observation period,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
2013-12-10T00:00:00.0/2013-12-11T00:00:00.0,2678.3748,1916.4554,1581.3284,335.1271,6191.1782,1439.4669,782.4969,656.9700,2723.7971,0.9910
2013-12-11T00:00:00.0/2013-12-12T00:00:00.0,2663.6797,1855.7454,1532.3143,323.4311,5997.8506,1044.9692,259.4624,785.5068,994.9852,0.9917
2013-12-12T00:00:00.0/2013-12-13T00:00:00.0,2650.3616,1771.6935,1368.9619,402.7316,5282.4819,450.0960,10.0169,463.3106,35.2744,0.9715
2013-12-13T00:00:00.0/2013-12-14T00:00:00.0,2638.4226,1808.3746,1435.3364,373.0382,5602.5244,486.7161,14.3264,485.9372,61.7625,0.9931
2013-12-14T00:00:00.0/2013-12-15T00:00:00.0,2627.9001,1789.1910,1416.7245,372.4666,5548.6050,466.9120,10.1097,468.4182,49.0093,0.9826
2013-12-15T00:00:00.0/2013-12-16T00:00:00.0,2618.7361,1803.6913,1444.8452,358.8460,5692.8623,403.8119,5.1312,426.4689,34.6509,0.9937
2013-12-16T00:00:00.0/2013-12-17T00:00:00.0,2610.9890,1747.7379,1337.6769,410.0610,5212.4678,627.4035,33.5198,598.0332,159.2267,0.9944
2013-12-17T00:00:00.0/2013-12-18T00:00:00.0,2604.6072,1796.2333,1408.1700,388.0632,5526.8193,459.5909,14.0458,463.1424,48.0022,0.9951
2013-12-18T00:00:00.0/2013-12-19T00:00:00.0,2599.6594,1785.4075,1396.8143,388.5931,5490.2710,553.4077,18.4960,539.4242,78.0793,0.9951
2013-12-19T00:00:00.0/2013-12-20T00:00:00.0,2596.0952,1818.7262,1454.5165,364.2097,5759.7231,781.4260,148.5314,636.4411,476.1809,0.9958
2013-12-20T00:00:00.0/2013-12-21T00:00:00.0,2593.9307,1692.8893,1218.7380,474.1512,4714.7979,784.5859,109.9672,675.1785,374.1700,0.9958
2013-12-21T00:00:00.0/2013-12-22T00:00:00.0,2593.1396,1717.2266,1278.9639,438.2628,4956.8833,1366.1656,746.6113,619.5544,2542.1006,0.9965
2013-12-22T00:00:00.0/2013-12-23T00:00:00.0,2593.7776,1768.4626,1418.6910,349.7715,5598.1909,560.5211,20.3781,549.5745,74.2690,0.9972
2013-12-23T00:00:00.0/2013-12-24T00:00:00.0,2595.8486,1626.9900,1087.7828,539.2072,4167.6963,589.8018,41.1902,551.4961,143.7715,0.9958
2013-12-24T00:00:00.0/2013-12-25T00:00:00.0,2599.2964,1765.0297,1410.0630,354.9668,5557.3584,761.7614,81.4885,680.7427,335.4704,0.9958
2013-12-25T00:00:00.0/2013-12-26T00:00:00.0,2604.1477,1671.0605,1197.9438,473.1166,4616.3101,918.5665,169.2945,749.2720,623.1426,0.9979
2013-12-26T00:00:00.0/2013-12-27T00:00:00.0,2610.4004,1699.5524,1274.7429,424.8095,4932.6226,1456.2802,862.2732,594.0069,3072.8403,0.9958
2013-12-27T00:00:00.0/2013-12-28T00:00:00.0,2618.0920,1649.3440,1161.6346,487.7093,4426.8857,1209.3607,482.5772,726.8727,1681.3943,0.9951
2013-12-28T00:00:00.0/2013-12-29T00:00:00.0,2627.1553,1621.8868,1069.2861,552.6007,4021.8276,1331.1925,651.1773,680.0153,2214.5820,0.9951
2013-12-29T00:00:00.0/2013-12-30T00:00:00.0,2637.6558,1699.5829,1175.0488,524.5341,4443.8721,1254.1249,614.7869,639.3380,2253.6128,0.9944
2013-12-30T00:00:00.0/2013-12-31T00:00:00.0,2649.5559,1717.8987,1228.2349,489.6639,4672.7930,1322.5048,586.4997,736.0081,2044.2402,0.9937
2013-12-31T00:00:00.0/2014-01-01T00:00:00.0,2662.8560,1716.1252,1199.2491,516.8760,4508.1548,1326.8191,578.8135,748.5654,1987.4883,0.9986
2014-01-01T00:00:00.0/2014-01-02T00:00:00.0,2677.5276,1694.0695,1127.9645,566.1050,4208.2026,1310.5934,552.9899,757.6035,1883.8517,0.9986
2014-01-02T00:00:00.0/2014-01-03T00:00:00.0,2693.6260,1735.7478,1206.8292,528.9186,4508.3672,1074.8064,322.3871,752.4240,1105.1787,0.9986
2014-01-03T00:00:00.0/2014-01-04T00:00:00.0,2711.1162,1725.3247,1161.8512,563.4736,4328.5728,682.4592,52.7181,630.0623,185.4488,0.9986
2014-01-04T00:00:00.0/2014-01-05T00:00:00.0,2729.9949,1800.5449,1347.8773,452.6677,5086.2402,1102.9111,392.8360,710.2040,1217.4749,0.9986
2014-01-05T00:00:00.0/2014-01-06T00:00:00.0,2750.2888,1738.1407,1188.2529,549.8878,4388.6016,628.8090,47.7130,582.3994,192.7872,0.9986
2014-01-06T00:00:00.0/2014-01-07T00:00:00.0,2771.9670,1788.5616,1326.4279,462.1338,4919.5962,1060.8204,293.6362,767.1843,1314.8781,0.9979
2014-01-07T00:00:00.0/2014-01-08T00:00:00.0,2794.9978,1892.8369,1515.6875,377.1494,5699.3047,1017.1528,205.2546,811.8983,722.3146,0.9771
2014-01-08T00:00:00.0/2014-01-09T00:00:00.0,2819.3950,1846.6105,1343.4619,503.1487,4900.4839,841.3868,108.8457,732.5411,477.0323,0.9972
2014-01-09T00:00:00.0/2014-01-10T00:00:00.0,2845.1492,1923.3950,1459.8794,463.5156,5380.2202,940.6343,173.0013,768.1281,653.0367,0.9861
2014-01-10T00:00:00.0/2014-01-11T00:00:00.0,2872.3010,1773.8622,1042.3761,731.4860,3785.0635,724.9861,91.4018,636.1089,330.8232,0.9951
2014-01-11T00:00:00.0/2014-01-12T00:00:00.0,2900.8003,2047.5889,1674.1620,373.4269,6201.3213,1005.4169,198.2913,807.3688,640.7137,0.9972
2014-01-12T00:00:00.0/2014-01-13T00:00:00.0,2930.6531,2041.4172,1617.9741,423.4431,5800.4624,1814.3325,1242.3975,572.0365,4040.8809,0.9924
2014-01-13T00:00:00.0/2014-01-14T00:00:00.0,2961.8086,2086.8887,1674.5188,412.3698,6096.2183,1647.9240,919.0034,728.9206,3009.7292,0.9965
2014-01-14T00:00:00.0/2014-01-15T00:00:00.0,2994.3215,2105.8633,1675.0698,430.7935,6020.4341,1684.4387,845.6038,838.8349,2758.1155,0.9958
2014-01-15T00:00:00.0/2014-01-16T00:00:00.0,3028.1609,1893.9872,1205.6316,688.3555,4168.0742,749.6527,54.3220,700.7714,179.7624,0.9958
2014-01-16T00:00:00.0/2014-01-17T00:00:00.0,3063.3210,2098.9648,1603.6405,495.3244,5604.3667,1239.7764,438.8015,800.9748,1326.2274,0.9951
2014-01-17T00:00:00.0/2014-01-18T00:00:00.0,3099.8081,1991.9999,1312.9187,679.0811,4453.9321,675.0396,44.5097,632.0471,182.2291,0.9944
2014-01-18T00:00:00.0/2014-01-19T00:00:00.0,3137.5640,2079.9946,1573.3344,506.6603,5395.1704,796.9919,49.4350,747.5668,170.6343,1.0000
2014-01-19T00:00:00.0/2014-01-20T00:00:00.0,3176.5730,1918.4001,1102.7869,815.6133,3594.3884,967.7359,152.8610,815.5525,498.7361,1.0000
2014-01-20T00:00:00.0/2014-01-21T00:00:00.0,3216.9231,1950.0565,1115.4329,834.6235,3533.3606,763.4495,54.8800,709.1899,176.6055,0.9986
2014-01-21T00:00:00.0/2014-01-22T00:00:00.0,3258.5034,1862.5382,847.9274,1014.6107,2649.4573,779.0590,49.9984,733.8826,141.5486,0.9882
2014-01-22T00:00:00.0/2014-01-23T00:00:00.0,3301.3625,2196.0593,1625.7599,570.2993,5333.6274,721.1035,31.6118,694.0549,88.5112,0.9965
2014-01-23T00:00:00.0/2014-01-24T00:00:00.0,3345.4358,2246.6042,1624.1837,622.4205,5299.0742,569.6419,27.3880,544.5959,78.6458,0.9958
2014-01-24T00:00:00.0/2014-01-25T00:00:00.0,3390.7590,2278.6650,1637.3557,641.3094,5267.4321,781.7706,35.0946,748.8568,109.5270,0.9944
2014-01-25T00:00:00.0/2014-01-26T00:00:00.0,3437.2727,2402.8679,1987.2841,415.5840,6532.9580,732.5192,47.7138,695.6573,141.5563,0.9937
2014-01-26T00:00:00.0/2014-01-27T00:00:00.0,3485.0059,2471.4141,1986.8540,484.5602,6471.9717,802.3222,100.5426,707.2623,341.5179,0.9993
2014-01-27T00:00:00.0/2014-01-28T00:00:00.0,3533.8989,2444.4824,1911.9205,532.5618,6100.7842,741.0417,44.7817,696.9454,215.7730,0.9986
2014-01-28T00:00:00.0/2014-01-29T00:00:00.0,3583.9797,2471.5176,1872.1570,599.3605,5869.0137,793.0917,47.3197,760.9983,130.6708,0.9979
2014-01-29T00:00:00.0/2014-01-30T00:00:00.0,3635.1836,2490.1870,1824.5199,665.6671,5708.4673,811.1238,82.8493,732.4543,244.7489,0.9972
2014-01-30T00:00:00.0/2014-01-31T00:00:00.0,3687.5408,2640.5759,2136.1960,504.3798,6671.2422,1745.9142,766.3619,979.5523,2100.7505,0.9951
2014-01-31T00:00:00.0/2014-02-01T00:00:00.0,3741.0183,2616.3872,2008.7430,607.6442,6133.1182,1404.1499,350.8008,1053.9321,1049.4039,0.9931
2014-02-01T00:00:00.0/2014-02-02T00:00:00.0,3795.5896,2465.9556,1548.3529,917.6025,4519.0557,1703.9368,634.5606,1069.3782,1718.2401,0.9965
2014-02-02T00:00:00.0/2014-02-03T00:00:00.0,3851.1970,2881.3865,2338.9644,542.4221,7086.3481,1455.7817,369.7399,1086.9957,1022.1166,0.9958
2014-02-03T00:00:00.0/2014-02-04T00:00:00.0,3907.8860,2994.1167,2513.3884,480.7283,7662.8628,2327.4573,1424.2650,903.1923,4589.4189,0.9944
2014-02-04T00:00:00.0/2014-02-05T00:00:00.0,3965.6113,3031.7493,2535.4209,496.3282,7653.4438,2170.1333,1174.8796,995.2536,3576.2937,0.9833
2014-02-05T00:00:00.0/2014-02-06T00:00:00.0,4024.3511,2931.7546,2291.1460,640.6087,6707.7734,2017.8428,986.7798,1031.0629,2702.8293,0.9931
2014-02-06T00:00:00.0/2014-02-07T00:00:00.0,4084.0613,2843.0254,2134.6794,708.3461,6112.9282,1736.4667,668.7100,1070.2032,1690.6538,1.0000
2014-02-07T00:00:00.0/2014-02-08T00:00:00.0,4144.7651,2913.4658,2208.5298,704.9361,6280.3726,2090.7908,1076.1251,1014.6656,2808.3943,0.9993
2014-02-08T00:00:00.0/2014-02-09T00:00:00.0,4206.3882,2905.6558,2170.6619,734.9938,6078.7671,1232.0442,175.1996,1058.5435,563.5959,0.9979
2014-02-09T00:00:00.0/2014-02-10T00:00:00.0,4268.9556,2931.9133,2048.4602,883.4531,5698.5820,2007.5496,847.9984,1159.5571,2145.5713,0.9958
2014-02-10T00:00:00.0/2014-02-11T00:00:00.0,4332.4038,3188.0198,2669.5559,518.4638,7549.6284,2854.8835,2022.1091,832.7905,5291.6890,0.9937
2014-02-11T00:00:00.0/2014-02-12T00:00:00.0,4396.7441,2905.2139,1823.6729,1081.5410,4894.5254,2169.0359,951.5027,1217.5332,2411.0798,0.9917
2014-02-12T00:00:00.0/2014-02-13T00:00:00.0,4461.9243,3041.4019,2110.4626,930.9391,5524.4565,2248.0178,993.4710,1254.5469,2464.8811,0.9958
2014-02-13T00:00:00.0/2014-02-14T00:00:00.0,4527.9497,3209.4292,2489.8335,719.5957,6596.8276,1179.6708,167.3202,1016.5034,381.8177,0.9944
2014-02-14T00:00:00.0/2014-02-15T00:00:00.0,4594.8086,3300.1670,2583.1897,716.9772,6960.0361,1795.0452,539.4932,1255.5646,1332.5496,0.9931
2014-02-15T00:00:00.0/2014-02-16T00:00:00.0,4662.3848,3429.7097,2807.9951,621.7146,7435.7681,2787.7654,1530.3789,1257.3865,3944.7869,0.9896
2014-02-16T00:00:00.0/2014-02-17T00:00:00.0,4730.7949,3292.8674,2420.8022,872.0652,6206.5728,2877.4331,1804.5907,1072.8424,4356.5513,1.0000
2014-02-17T00:00:00.0/2014-02-18T00:00:00.0,4799.8931,3245.4092,2276.8303,968.5789,5671.4268,1539.1786,356.4713,1191.6871,996.8285,0.9986
2014-02-18T00:00:00.0/2014-02-19T00:00:00.0,4869.7271,3487.1230,2727.5864,759.5366,6905.5908,2071.5535,689.9642,1381.5931,1635.2064,0.9972
2014-02-19T00:00:00.0/2014-02-20T00:00:00.0,4940.2329,3054.2136,1582.8773,1471.3364,3781.0066,2393.3123,892.5436,1500.7686,2036.9176,0.9951
2014-02-20T00:00:00.0/2014-02-21T00:00:00.0,5011.4463,3039.9714,1513.9414,1526.0299,3489.2478,950.7306,63.6963,894.7422,148.2202,0.9924
2014-02-21T00:00:00.0/2014-02-22T00:00:00.0,5083.2520,3064.9011,1493.8772,1571.0238,3477.5264,1970.5015,519.1987,1451.3029,1094.2125,0.9958
2014-02-22T00:00:00.0/2014-02-23T00:00:00.0,5155.6914,3211.1733,1662.8711,1548.3022,3826.8396,1085.9720,67.3243,1021.1973,149.3786,0.9951
2014-02-23T00:00:00.0/2014-02-24T00:00:00.0,5228.7314,3580.5564,2456.3638,1124.1925,5823.3091,1142.2390,77.9741,1066.0148,166.2367,0.9937
2014-02-24T00:00:00.0/2014-02-25T00:00:00.0,5302.3096,3401.9233,1901.8134,1500.1100,4410.2222,1612.1428,262.4240,1350.5215,621.6110,0.9931
2014-02-25T00:00:00.0/2014-02-26T00:00:00.0,5376.4048,3572.7266,2185.9983,1386.7283,5032.1055,1383.6997,182.8060,1204.7131,447.5173,1.0000
2014-02-26T00:00:00.0/2014-02-27T00:00:00.0,5451.0303,3755.3059,2570.2329,1185.0728,5922.4062,1976.7355,520.1458,1456.6781,1328.3411,0.9986
2014-02-27T00:00:00.0/2014-02-28T00:00:00.0,5526.1152,3875.2778,2752.2097,1123.0680,6335.1426,3556.5239,2344.9536,1211.5703,5251.2637,0.9972
2014-02-28T00:00:00.0/2014-03-01T00:00:00.0,5601.6978,3809.5972,2420.4639,1389.1334,5427.8555,3251.3687,1824.1429,1427.2257,3731.2063,0.9951
2014-03-01T00:00:00.0/2014-03-02T00:00:00.0,5677.6523,4122.2861,3206.1257,916.1605,7380.7515,3443.3298,1952.1805,1491.1492,4323.0737,0.9986
2014-03-02T00:00:00.0/2014-03-03T00:00:00.0,5754.0454,4180.0903,3316.3958,863.6945,7601.7100,1823.9218,289.2239,1534.6979,598.5087,0.9868
2014-03-03T00:00:00.0/2014-03-04T00:00:00.0,5830.7251,4296.7803,3666.5227,630.2574,8510.3037,2138.5410,536.5133,1602.0277,1484.8713,0.9757
2014-03-04T00:00:00.0/2014-03-05T00:00:00.0,5907.8247,4228.9966,3352.3899,876.6066,7510.3745,1750.8198,297.8089,1456.8163,693.7265,0.9743
2014-03-05T00:00:00.0/2014-03-06T00:00:00.0,5985.1924,4250.8535,3245.0642,1005.7894,7204.0679,1469.3329,181.0770,1290.6154,439.1702,0.9944
2014-03-06T00:00:00.0/2014-03-07T00:00:00.0,6062.8760,4384.7285,3499.3477,885.3811,7757.1982,2630.5132,956.9703,1674.3429,2030.0933,0.9986
2014-03-07T00:00:00.0/2014-03-08T00:00:00.0,6140.7798,4482.2300,3658.7104,823.5193,8082.1895,2059.0293,394.8383,1669.7754,792.8268,0.9972
2014-03-08T00:00:00.0/2014-03-09T00:00:00.0,6218.9365,4524.4658,3579.0232,945.4428,7770.2725,3881.8164,2768.8967,1113.1501,5337.1973,0.9958
2014-03-09T00:00:00.0/2014-03-10T00:00:00.0,6297.2671,4656.0737,3728.6899,927.3836,8092.6406,4080.2966,2803.7554,1276.5414,6004.1431,0.9944
2014-03-10T00:00:00.0/2014-03-11T00:00:00.0,6375.7573,4857.7344,4016.7949,840.9396,8722.3008,3626.3340,1737.2703,1889.0636,3691.6526,1.0000
2014-03-11T00:00:00.0/2014-03-12T00:00:00.0,6454.4419,4924.3970,4224.8325,699.5643,9252.4365,4733.7056,3930.8379,802.8680,8256.4707,0.9986
2014-03-12T00:00:00.0/2014-03-13T00:00:00.0,6533.2026,4874.4263,4030.7981,843.6281,8648.0098,4437.1895,3229.2974,1207.8920,6476.7939,0.9979
2014-03-13T00:00:00.0/2014-03-14T00:00:00.0,6612.0957,5061.5850,4368.7178,692.8669,9359.4453,4848.1587,4011.2200,836.9389,8134.1768,0.9958
2014-03-14T00:00:00.0/2014-03-15T00:00:00.0,6691.0264,4937.9424,4083.0449,854.8977,8542.4336,4746.6040,3898.1750,848.4288,7950.9512,0.9937
2014-03-15T00:00:00.0/2014-03-16T00:00:00.0,6770.0278,4828.6543,3590.8662,1237.7882,7209.0718,3946.1538,2398.3018,1547.9890,4678.0029,0.9965
2014-03-16T00:00:00.0/2014-03-17T00:00:00.0,6849.0312,5011.0186,3892.3967,1118.6221,8025.1738,1889.8323,229.3363,1661.2827,531.7814,0.9951
2014-03-17T00:00:00.0/2014-03-18T00:00:00.0,6928.0210,5134.6401,4255.7891,878.8511,8726.1963,2345.6653,828.1984,1528.9138,2116.9365,0.9937
2014-03-18T00:00:00.0/2014-03-19T00:00:00.0,7006.9800,5210.1626,4269.8442,940.3185,8625.6416,4436.1660,2605.5979,1830.5680,4811.4053,0.9931
2014-03-19T00:00:00.0/2014-03-20T00:00:00.0,7085.9009,4958.0728,3324.6719,1633.4010,6718.0659,2056.9380,443.2044,1617.4564,880.6492,1.0000
2014-03-20T00:00:00.0/2014-03-21T00:00:00.0,7164.7378,5234.5215,4051.1821,1183.3395,8071.4033,4235.7798,2390.5315,1845.2485,4673.7656,1.0000
2014-03-21T00:00:00.0/2014-03-22T00:00:00.0,7243.5273,5634.1943,4978.1362,656.0580,10178.0859,5108.8765,3576.3052,1532.5714,6909.1592,0.9986
2014-03-22T00:00:00.0/2014-03-23T00:00:00.0,7322.1528,5430.8555,4473.5615,957.2938,8856.4990,4999.0186,3587.1758,1411.8428,6839.8779,0.9965
2014-03-23T00:00:00.0/2014-03-24T00:00:00.0,7400.6670,5314.5410,3994.2173,1320.3236,7667.4048,4160.4463,2364.9583,1795.4883,4326.3838,0.9937
2014-03-24T00:00:00.0/2014-03-25T00:00:00.0,7478.9863,5069.3477,3269.9597,1799.3882,5965.2285,4288.5259,2567.3713,1724.6082,4593.5698,0.9917
2014-03-25T00:00:00.0/2014-03-26T00:00:00.0,7557.1045,5659.9463,4767.9795,891.9667,9252.9941,2138.9680,245.8189,1894.1532,515.3519,0.9896
2014-03-26T00:00:00.0/2014-03-27T00:00:00.0,7635.0498,5760.3008,4807.2915,953.0093,9306.4756,4691.2061,2759.0669,1932.1389,5155.5317,0.9924
2014-03-27T00:00:00.0/2014-03-28T00:00:00.0,7712.7202,5725.6108,4623.9824,1101.6283,8834.8125,4946.4341,2801.1919,2145.2952,5129.3765,0.9910
2014-03-28T00:00:00.0/2014-03-29T00:00:00.0,7790.1528,5660.0688,4305.9214,1354.1477,7944.1021,5033.5718,3635.2625,1398.3092,6000.1211,1.0000
2014-03-29T00:00:00.0/2014-03-30T00:00:00.0,7867.2803,5916.4258,4844.1938,1072.2319,9207.7070,5350.7026,3602.7151,1747.9877,6999.3164,0.9986
2014-03-30T00:00:00.0/2014-03-31T00:00:00.0,7944.0884,6129.6299,5393.5620,736.0677,10351.9053,5926.2705,4971.4380,954.8327,9300.6787,0.9972
2014-03-31T00:00:00.0/2014-04-01T00:00:00.0,8020.5957,5967.7988,4839.8730,1127.9259,8981.5830,5036.5527,3195.7644,1840.7883,5456.9795,0.9958
2014-04-01T00:00:00.0/2014-04-02T00:00:00.0,8096.7207,5739.2617,3998.0068,1741.2550,7146.7036,5073.2583,3169.9209,1903.3372,5205.8887,0.9937
2014-04-02T00:00:00.0/2014-04-03T00:00:00.0,8172.4580,5404.8496,3051.6492,2353.2004,5317.3579,3877.3970,1351.8041,2529.4036,2212.0544,0.9917
2014-04-03T00:00:00.0/2014-04-04T00:00:00.0,8247.8320,5638.5532,3494.3132,2144.2397,6115.7876,4763.6660,2332.6482,2431.0181,4028.2261,0.9889
2014-04-04T00:00:00.0/2014-04-05T00:00:00.0,8322.7510,5725.3101,3700.7278,2024.5825,6429.3965,3472.9451,937.8704,2538.8833,1622.8010,0.9868
2014-04-05T00:00:00.0/2014-04-06T00:00:00.0,8397.2168,5108.9624,2302.5266,2806.4358,3871.6694,2422.3027,369.9931,2052.3115,653.7348,0.9847
2014-04-06T00:00:00.0/2014-04-07T00:00:00.0,8471.2598,6065.5078,4544.3931,1521.1151,7878.8184,4272.8657,1698.5884,2583.1028,2617.7412,0.9979
2014-04-07T00:00:00.0/2014-04-08T00:00:00.0,8544.7803,6269.3506,4873.0859,1396.2646,8513.2607,5283.5986,3966.1775,1325.3409,6195.9873,0.9965
2014-04-08T00:00:00.0/2014-04-09T00:00:00.0,8617.7871,6464.2563,5449.7764,1014.4800,9872.7715,6040.5591,4657.8462,1382.7126,7940.5415,0.9951
2014-04-09T00:00:00.0/2014-04-10T00:00:00.0,8690.3164,6131.7368,4213.6323,1918.1042,7383.7876,2888.0837,753.6772,2143.2302,1439.9084,0.9937
2014-04-10T00:00:00.0/2014-04-11T00:00:00.0,8762.2344,6701.4517,5713.9097,987.5423,10190.7422,5077.9355,2291.9998,2785.9355,3964.1597,0.9931
2014-04-11T00:00:00.0/2014-04-12T00:00:00.0,8833.6533,6641.1309,5577.2568,1063.8741,9882.5361,2153.1165,179.3810,1978.3805,401.5143,0.9917
2014-04-12T00:00:00.0/2014-04-13T00:00:00.0,8904.4727,6727.8540,5760.0332,967.8206,10216.2744,3151.8159,616.2647,2536.5247,1149.9502,0.9896
2014-04-13T00:00:00.0/2014-04-14T00:00:00.0,8974.6885,6792.2812,5736.5000,1055.7812,10044.7129,4330.8672,2068.6780,2264.3281,3193.5112,0.9875
2014-04-14T00:00:00.0/2014-04-15T00:00:00.0,9044.3223,6248.2002,3865.9917,2382.2083,6407.8994,3971.9492,1372.7579,2601.3340,2084.4414,0.9847
2014-04-15T00:00:00.0/2014-04-16T00:00:00.0,9113.3027,6873.4419,5634.3955,1239.0464,9627.7588,3463.4512,967.0943,2501.5686,1600.5248,0.9931
2014-04-16T00:00:00.0/2014-04-17T00:00:00.0,9181.6289,6947.9380,5811.2798,1136.6578,10063.5791,2961.9055,433.6530,2528.2524,781.1365,0.9910
2014-04-17T00:00:00.0/2014-04-18T00:00:00.0,9249.2920,6731.1689,5079.5161,1651.6526,8524.4268,4383.3228,1674.9598,2709.0471,2426.8970,0.9944
2014-04-18T00:00:00.0/2014-04-19T00:00:00.0,9316.2988,6697.9136,4892.1357,1805.7780,8088.7788,4469.9424,1664.6713,2806.8955,2588.5120,0.9931
2014-04-19T00:00:00.0/2014-04-20T00:00:00.0,9382.6045,6987.8159,5538.2744,1449.5415,9192.2363,4895.8418,2163.2998,2732.5688,3371.0271,0.9812
2014-04-20T00:00:00.0/2014-04-21T00:00:00.0,9448.2373,7028.1719,5620.0103,1408.1615,9501.7812,5010.3179,2523.8945,2486.4231,3847.6064,0.9903
2014-04-21T00:00:00.0/2014-04-22T00:00:00.0,9513.0830,7168.3354,6069.9126,1098.4229,10308.5342,6810.7646,5416.6353,1394.1293,8846.3428,0.9896
2014-04-22T00:00:00.0/2014-04-23T00:00:00.0,9577.2275,6813.2153,5009.4253,1803.7904,8207.7227,4055.8237,1228.1566,2829.9998,2204.5183,0.9882
2014-04-23T00:00:00.0/2014-04-24T00:00:00.0,9640.6533,6959.5488,5268.8062,1690.7427,8572.0293,5537.9609,2862.1221,2675.8394,4502.6401,0.8924
2014-04-24T00:00:00.0/2014-04-25T00:00:00.0,9703.2734,6615.2695,4278.6147,2336.6545,6791.0474,1810.8766,90.5095,1723.2760,185.9499,0.9736
2014-04-25T00:00:00.0/2014-04-26T00:00:00.0,9765.0732,6808.8340,4648.2827,2160.5518,7380.0249,3395.8403,749.2311,2648.9326,1211.4965,0.9937
2014-04-26T00:00:00.0/2014-04-27T00:00:00.0,9826.1494,7461.4692,6411.9697,1049.4995,10716.8359,5383.3721,2547.2563,2851.6448,3848.0869,0.9903
2014-04-27T00:00:00.0/2014-04-28T00:00:00.0,9886.3701,7448.8691,6021.6577,1427.2114,9831.0625,7166.2803,5819.8037,1346.4791,9280.2305,0.9924
2014-04-28T00:00:00.0/2014-04-29T00:00:00.0,9945.7236,7450.6855,6238.2979,1212.3878,10276.1309,6639.2163,4257.0752,2382.1472,6609.5967,0.9917
2014-04-29T00:00:00.0/2014-04-30T00:00:00.0,10004.3066,7514.8311,6321.9902,1192.8405,10418.3496,5710.7710,2805.7229,2909.0779,3990.9910,0.9903
2014-04-30T00:00:00.0/2014-05-01T00:00:00.0,10061.9854,7284.1670,5498.4424,1785.7249,8813.9355,4872.7808,1708.8566,3164.1365,2540.7505,0.9889
2014-05-01T00:00:00.0/2014-05-02T00:00:00.0,10118.7637,7313.0195,5354.4688,1958.5510,8528.4248,5205.9297,2206.5471,3001.9421,3196.9126,0.9882
2014-05-02T00:00:00.0/2014-05-03T00:00:00.0,10174.7119,7248.3604,5035.4150,2212.9456,7971.3687,4580.3794,1785.1094,2799.4512,2342.7593,0.9868
2014-05-03T00:00:00.0/2014-05-04T00:00:00.0,10229.6992,7581.1372,6091.4434,1489.6941,9877.5879,6704.1611,4037.0481,2667.2168,6280.1333,0.9861
2014-05-04T00:00:00.0/2014-05-05T00:00:00.0,10283.7891,7199.5918,4724.1528,2475.4385,7538.6294,2286.0273,155.2018,2139.9102,380.6998,0.9847
2014-05-05T00:00:00.0/2014-05-06T00:00:00.0,10336.9541,8025.2041,7109.6479,915.5560,11747.9297,4681.8691,1960.0553,2730.9102,3587.7712,0.9944
2014-05-06T00:00:00.0/2014-05-07T00:00:00.0,10389.1748,8014.1616,6928.9585,1085.2032,11372.5996,7357.2173,5119.0317,2238.1855,8159.4863,0.9931
2014-05-07T00:00:00.0/2014-05-08T00:00:00.0,10440.4092,7887.7554,6503.8130,1383.9426,10499.0654,7115.2295,4680.9673,2434.2625,7510.4985,0.9924
2014-05-08T00:00:00.0/2014-05-09T00:00:00.0,10490.6904,7526.0098,5397.2236,2128.7861,8510.9775,6028.2661,2690.7603,3337.5254,4184.1470,0.9875
2014-05-09T00:00:00.0/2014-05-10T00:00:00.0,10540.0166,7969.7192,6765.1865,1204.5326,10897.5654,7303.3862,5019.9927,2283.4343,8111.5386,0.9854
2014-05-10T00:00:00.0/2014-05-11T00:00:00.0,10588.3086,7946.1724,6573.6465,1372.5256,10479.6875,7324.9463,5239.8071,2085.1394,8113.2666,0.9896
2014-05-11T00:00:00.0/2014-05-12T00:00:00.0,10635.6211,7971.2700,6653.9922,1317.2777,10684.6172,6935.6553,4038.3640,2897.2915,6097.4189,0.9882
2014-05-12T00:00:00.0/2014-05-13T00:00:00.0,10681.9297,8062.7002,6757.3389,1305.3613,10644.2764,3967.8301,1568.7657,2406.2119,2683.3582,0.9875
2014-05-13T00:00:00.0/2014-05-14T00:00:00.0,10727.1885,8077.5913,6521.5596,1556.0317,10237.6982,6879.5615,4237.3760,2642.2427,6116.9312,0.9868
2014-05-14T00:00:00.0/2014-05-15T00:00:00.0,10771.4053,7929.4634,6289.9023,1639.5612,9906.7930,2884.7266,387.5450,2503.2744,588.5523,0.9861
2014-05-15T00:00:00.0/2014-05-16T00:00:00.0,10814.6094,8049.8984,6646.4766,1403.4219,10375.2500,5151.7046,2402.3682,2756.3035,3606.6077,0.8910
2014-05-16T00:00:00.0/2014-05-17T00:00:00.0,10856.7324,8022.4360,6337.0859,1685.3502,9730.9375,6390.6958,3179.9539,3217.8699,4500.7568,0.9840
2014-05-17T00:00:00.0/2014-05-18T00:00:00.0,10897.8115,7976.0488,6021.4189,1954.6295,9348.0283,6104.4507,2815.2004,3289.2502,4192.3555,0.9924
2014-05-18T00:00:00.0/2014-05-19T00:00:00.0,10937.8018,8096.8037,6314.3384,1782.4655,9803.8418,6136.0815,3010.1755,3133.5068,4259.0269,0.9931
